# scenario=calib
t,state,theta_e_cmd,v_d,theta_m_enc,mech_accum,id,iq
2.21437,4,3.81653,4,0.892777,-0.340544,0.713124,0.0379934
2.21537,4,3.81967,4,0.892777,-0.340544,0.713124,0.0379851
2.21638,4,3.82281,4,0.891243,-0.342077,0.713125,0.0379772
2.21738,4,3.82594,4,0.891243,-0.342077,0.713125,0.0379697
2.21838,4,3.82908,4,0.891243,-0.342077,0.713125,0.0379626
2.21938,4,3.83222,4,0.891243,-0.342077,0.713126,0.0379557
2.22038,4,3.83536,4,0.891243,-0.342077,0.713126,0.0379493
2.22138,4,3.8385,4,0.889709,-0.343611,0.713126,0.0379431
2.22238,4,3.84164,4,0.889709,-0.343611,0.713127,0.0379371
2.22339,4,3.84477,4,0.889709,-0.343611,0.713127,0.0379315
2.22439,4,3.84791,4,0.889709,-0.343611,0.713127,0.0379261
2.22539,4,3.85105,4,0.889709,-0.343611,0.713128,0.037921
2.22639,4,3.85419,4,0.888175,-0.345145,0.713128,0.0379162
2.22739,4,3.85733,4,0.888175,-0.345145,0.713128,0.0379115
2.22839,4,3.86047,4,0.888175,-0.345145,0.713129,0.0379071
2.22939,4,3.8636,4,0.888175,-0.345145,0.713129,0.0379029
2.23039,4,3.86674,4,0.888175,-0.345145,0.713129,0.0378988
2.2314,4,3.86988,4,0.888175,-0.345145,0.71313,0.037895
2.2324,4,3.87302,4,0.886641,-0.346679,0.71313,0.0378929
2.2334,4,3.87616,4,0.886641,-0.346679,0.713128,0.0379269
2.2344,4,3.8793,4,0.886641,-0.346679,0.713126,0.0379677
2.2354,4,3.88244,4,0.886641,-0.346679,0.713123,0.038007
2.2364,4,3.88557,4,0.886641,-0.346679,0.713123,0.038021
2.2374,4,3.88871,4,0.885107,-0.348213,0.713123,0.0380126
2.23841,4,3.89185,4,0.885107,-0.348213,0.713123,0.0380035
2.23941,4,3.89499,4,0.885107,-0.348213,0.713124,0.0379948
2.24041,4,3.89813,4,0.885107,-0.348213,0.713124,0.0379864
2.24141,4,3.90127,4,0.885107,-0.348213,0.713124,0.0379785
2.24241,4,3.9044,4,0.883573,-0.349747,0.713125,0.0379709
2.24341,4,3.90754,4,0.883573,-0.349747,0.713125,0.0379637
2.24441,4,3.91068,4,0.883573,-0.349747,0.713126,0.0379568
2.24542,4,3.91382,4,0.883573,-0.349747,0.713126,0.0379503
2.24642,4,3.91696,4,0.883573,-0.349747,0.713126,0.0379441
2.24742,4,3.9201,4,0.883573,-0.349747,0.713127,0.0379381
2.24842,4,3.92323,4,0.882039,-0.351281,0.713127,0.0379324
2.24942,4,3.92637,4,0.882039,-0.351281,0.713127,0.037927
2.25042,4,3.92951,4,0.882039,-0.351281,0.713128,0.0379219
2.25142,4,3.93265,4,0.882039,-0.351281,0.713128,0.037917
2.25242,4,3.93579,4,0.882039,-0.351281,0.713128,0.0379122
2.25343,4,3.93893,4,0.880505,-0.352815,0.713129,0.0379078
2.25443,4,3.94206,4,0.880505,-0.352815,0.713129,0.0379035
2.25543,4,3.9452,4,0.880505,-0.352815,0.713129,0.0378995
2.25643,4,3.94834,4,0.880505,-0.352815,0.71313,0.0378956
2.25743,4,3.95148,4,0.880505,-0.352815,0.71313,0.0378919
2.25843,4,3.95462,4,0.880505,-0.352815,0.713128,0.0379209
2.25943,4,3.95776,4,0.878971,-0.354349,0.713126,0.0379617
2.26044,4,3.96089,4,0.878971,-0.354349,0.713124,0.0380013
2.26144,4,3.96403,4,0.878971,-0.354349,0.713123,0.0380218
2.26244,4,3.96717,4,0.878971,-0.354349,0.713123,0.0380141
2.26344,4,3.97031,4,0.878971,-0.354349,0.713123,0.0380049
2.26444,4,3.97345,4,0.877437,-0.355883,0.713124,0.0379961
2.26544,4,3.97659,4,0.877437,-0.355883,0.713124,0.0379877
2.26644,4,3.97972,4,0.877437,-0.355883,0.713124,0.0379797
2.26745,4,3.98286,4,0.877437,-0.355883,0.713125,0.0379721
2.26845,4,3.986,4,0.877437,-0.355883,0.713125,0.0379648
2.26945,4,3.98914,4,0.875903,-0.357417,0.713125,0.0379579
2.27045,4,3.99228,4,0.875903,-0.357417,0.713126,0.0379513
2.27145,4,3.99542,4,0.875903,-0.357417,0.713126,0.037945
2.27245,4,3.99855,4,0.875903,-0.357417,0.713127,0.037939
2.27345,4,4.00169,4,0.875903,-0.357417,0.713127,0.0379333
2.27445,4,4.00483,4,0.875903,-0.357417,0.713127,0.0379278
2.27546,4,4.00797,4,0.874369,-0.358951,0.713128,0.0379227
2.27646,4,4.01111,4,0.874369,-0.358951,0.713128,0.0379177
2.27746,4,4.01425,4,0.874369,-0.358951,0.713128,0.037913
2.27846,4,4.01739,4,0.874369,-0.358951,0.713129,0.0379085
2.27946,4,4.02052,4,0.874369,-0.358951,0.713129,0.0379042
2.28046,4,4.02366,4,0.872835,-0.360485,0.713129,0.0379001
2.28146,4,4.0268,4,0.872835,-0.360485,0.71313,0.0378962
2.28247,4,4.02994,4,0.872835,-0.360485,0.71313,0.0378924
2.28347,4,4.03308,4,0.872835,-0.360485,0.713129,0.0379143
2.28447,4,4.03622,4,0.872835,-0.360485,0.713126,0.037955
2.28547,4,4.03935,4,0.871301,-0.362019,0.713124,0.0379948
2.28647,4,4.04249,4,0.871301,-0.362019,0.713123,0.038022
2.28747,4,4.04563,4,0.871301,-0.362019,0.713123,0.0380156
2.28847,4,4.04877,4,0.871301,-0.362019,0.713123,0.0380064
2.28947,4,4.05191,4,0.871301,-0.362019,0.713124,0.0379975
2.29048,4,4.05505,4,0.871301,-0.362019,0.713124,0.037989
2.29148,4,4.05818,4,0.869767,-0.363553,0.713124,0.0379809
2.29248,4,4.06132,4,0.869767,-0.363553,0.713125,0.0379732
2.29348,4,4.06446,4,0.869767,-0.363553,0.713125,0.0379658
2.29448,4,4.0676,4,0.869767,-0.363553,0.713125,0.0379588
2.29548,4,4.07074,4,0.869767,-0.363553,0.713126,0.0379522
2.29648,4,4.07388,4,0.868233,-0.365087,0.713126,0.0379458
2.29749,4,4.07701,4,0.868233,-0.365087,0.713127,0.0379398
2.29849,4,4.08015,4,0.868233,-0.365087,0.713127,0.0379341
2.29949,4,4.08329,4,0.868233,-0.365087,0.713127,0.0379286
2.30049,4,4.08643,4,0.868233,-0.365087,0.713127,0.0379234
2.30149,4,4.08957,4,0.868233,-0.365087,0.713128,0.0379184
2.30249,4,4.09271,4,0.866699,-0.366621,0.713128,0.0379136
2.30349,4,4.09584,4,0.866699,-0.366621,0.713129,0.0379091
2.3045,4,4.09898,4,0.866699,-0.366621,0.713129,0.0379047
2.3055,4,4.10212,4,0.866699,-0.366621,0.713129,0.0379007
2.3065,4,4.10526,4,0.866699,-0.366621,0.71313,0.0378967
2.3075,4,4.1084,4,0.865165,-0.368155,0.71313,0.037893
2.3085,4,4.11154,4,0.865165,-0.368155,0.713129,0.0379097
2.3095,4,4.11467,4,0.865165,-0.368155,0.713127,0.0379501
2.3105,4,4.11781,4,0.865165,-0.368155,0.713124,0.0379902
2.3115,4,4.12095,4,0.865165,-0.368155,0.713123,0.0380214
2.31251,4,4.12409,4,0.863631,-0.369689,0.713123,0.0380164
2.31351,4,4.12723,4,0.863631,-0.369689,0.713123,0.0380072
2.31451,4,4.13037,4,0.863631,-0.369689,0.713124,0.0379983
2.31551,4,4.1335,4,0.863631,-0.369689,0.713124,0.0379898
2.31651,4,4.13664,4,0.863631,-0.369689,0.713124,0.0379817
2.31751,4,4.13978,4,0.863631,-0.369689,0.713125,0.037974
2.31851,4,4.14292,4,0.862097,-0.371223,0.713125,0.0379666
2.31952,4,4.14606,4,0.862097,-0.371223,0.713125,0.0379596
2.32052,4,4.1492,4,0.862097,-0.371223,0.713126,0.0379529
2.32152,4,4.15233,4,0.862097,-0.371223,0.713126,0.0379466
2.32252,4,4.15547,4,0.862097,-0.371223,0.713126,0.0379405
2.32352,4,4.15861,4,0.860563,-0.372757,0.713127,0.0379347
2.32452,4,4.16175,4,0.860563,-0.372757,0.713127,0.0379292
2.32552,4,4.16489,4,0.860563,-0.372757,0.713127,0.037924
2.32653,4,4.16803,4,0.860563,-0.372757,0.713128,0.0379189
2.32753,4,4.17116,4,0.860563,-0.372757,0.713128,0.0379142
2.32853,4,4.1743,4,0.859029,-0.374291,0.713129,0.0379096
2.32953,4,4.17744,4,0.859029,-0.374291,0.713129,0.0379052
2.33053,4,4.18058,4,0.859029,-0.374291,0.713129,0.0379011
2.33153,4,4.18372,4,0.859029,-0.374291,0.71313,0.0378972
2.33253,4,4.18686,4,0.859029,-0.374291,0.71313,0.0378934
2.33353,4,4.19,4,0.859029,-0.374291,0.713129,0.0379063
2.33454,4,4.19313,4,0.857495,-0.375825,0.713127,0.0379464
2.33554,4,4.19627,4,0.857495,-0.375825,0.713125,0.0379866
2.33654,4,4.19941,4,0.857495,-0.375825,0.713123,0.0380208
2.33754,4,4.20255,4,0.857495,-0.375825,0.713123,0.0380172
2.33854,4,4.20569,4,0.857495,-0.375825,0.713123,0.0380081
2.33954,4,4.20883,4,0.855961,-0.377359,0.713123,0.0379992
2.34054,4,4.21196,4,0.855961,-0.377359,0.713124,0.0379906
2.34155,4,4.2151,4,0.855961,-0.377359,0.713124,0.0379825
2.34255,4,4.21824,4,0.855961,-0.377359,0.713125,0.0379747
2.34355,4,4.22138,4,0.855961,-0.377359,0.713125,0.0379673
2.34455,4,4.22452,4,0.855961,-0.377359,0.713125,0.0379603
2.34555,4,4.22766,4,0.854427,-0.378893,0.713126,0.0379536
2.34655,4,4.23079,4,0.854427,-0.378893,0.713126,0.0379472
2.34755,4,4.23393,4,0.854427,-0.378893,0.713126,0.0379411
2.34856,4,4.23707,4,0.854427,-0.378893,0.713127,0.0379352
2.34956,4,4.24021,4,0.854427,-0.378893,0.713127,0.0379298
2.35056,4,4.24335,4,0.852893,-0.380427,0.713127,0.0379245
2.35156,4,4.24649,4,0.852893,-0.380427,0.713128,0.0379194
2.35256,4,4.24962,4,0.852893,-0.380427,0.713128,0.0379146
2.35356,4,4.25276,4,0.852893,-0.380427,0.713129,0.03791
2.35456,4,4.2559,4,0.852893,-0.380427,0.713129,0.0379057
2.35556,4,4.25904,4,0.851359,-0.381961,0.713129,0.0379015
2.35657,4,4.26218,4,0.851359,-0.381961,0.713129,0.0378975
2.35757,4,4.26532,4,0.851359,-0.381961,0.71313,0.0378938
2.35857,4,4.26845,4,0.851359,-0.381961,0.713129,0.0379025
2.35957,4,4.27159,4,0.851359,-0.381961,0.713127,0.0379419
2.36057,4,4.27473,4,0.851359,-0.381961,0.713125,0.0379824
2.36157,4,4.27787,4,0.849825,-0.383495,0.713123,0.0380191
2.36257,4,4.28101,4,0.849825,-0.383495,0.713123,0.0380178
2.36358,4,4.28415,4,0.849825,-0.383495,0.713123,0.0380088
2.36458,4,4.28728,4,0.849825,-0.383495,0.713123,0.0379998
2.36558,4,4.29042,4,0.849825,-0.383495,0.713124,0.0379912
2.36658,4,4.29356,4,0.848291,-0.385029,0.713124,0.0379831
2.36758,4,4.2967,4,0.848291,-0.385029,0.713125,0.0379753
2.36858,4,4.29984,4,0.848291,-0.385029,0.713125,0.0379679
2.36958,4,4.30298,4,0.848291,-0.385029,0.713125,0.0379608
2.37058,4,4.30611,4,0.848291,-0.385029,0.713126,0.037954
2.37159,4,4.30925,4,0.846757,-0.386563,0.713126,0.0379477
2.37259,4,4.31239,4,0.846757,-0.386563,0.713126,0.0379415
2.37359,4,4.31553,4,0.846757,-0.386563,0.713127,0.0379357
2.37459,4,4.31867,4,0.846757,-0.386563,0.713127,0.0379301
2.37559,4,4.32181,4,0.846757,-0.386563,0.713127,0.0379248
2.37659,4,4.32494,4,0.846757,-0.386563,0.713128,0.0379198
2.37759,4,4.32808,4,0.845223,-0.388097,0.713128,0.037915
2.3786,4,4.33122,4,0.845223,-0.388097,0.713128,0.0379103
2.3796,4,4.33436,4,0.845223,-0.388097,0.713129,0.037906
2.3806,4,4.3375,4,0.845223,-0.388097,0.713129,0.0379018
2.3816,4,4.34064,4,0.845223,-0.388097,0.713129,0.0378978
2.3826,4,4.34378,4,0.843689,-0.389631,0.71313,0.037894
2.3836,4,4.34691,4,0.843689,-0.389631,0.713129,0.0379018
2.3846,4,4.35005,4,0.843689,-0.389631,0.713127,0.037941
2.38561,4,4.35319,4,0.843689,-0.389631,0.713125,0.0379815
2.38661,4,4.35633,4,0.843689,-0.389631,0.713123,0.0380187
2.38761,4,4.35947,4,0.843689,-0.389631,0.713123,0.0380182
2.38861,4,4.36261,4,0.842155,-0.391165,0.713123,0.0380092
2.38961,4,4.36574,4,0.842155,-0.391165,0.713123,0.0380001
2.39061,4,4.36888,4,0.842155,-0.391165,0.713124,0.0379916
2.39161,4,4.37202,4,0.842155,-0.391165,0.713124,0.0379834
2.39261,4,4.37516,4,0.842155,-0.391165,0.713125,0.0379755
2.39362,4,4.3783,4,0.840621,-0.392699,0.713125,0.0379682
2.39462,4,4.38144,4,0.840621,-0.392699,0.713125,0.0379611
2.39562,4,4.38457,4,0.840621,-0.392699,0.713126,0.0379543
2.39662,4,4.38771,4,0.840621,-0.392699,0.713126,0.0379479
2.39762,4,4.39085,4,0.840621,-0.392699,0.713126,0.0379417
2.39862,4,4.39399,4,0.839087,-0.394233,0.713127,0.0379359
2.39962,4,4.39713,4,0.839087,-0.394233,0.713127,0.0379304
2.40063,4,4.40027,4,0.839087,-0.394233,0.713127,0.037925
2.40163,4,4.4034,4,0.839087,-0.394233,0.713128,0.03792
2.40263,4,4.40654,4,0.839087,-0.394233,0.713128,0.0379152
2.40363,4,4.40968,4,0.839087,-0.394233,0.713128,0.0379105
2.40463,4,4.41282,4,0.837554,-0.395767,0.713129,0.0379062
2.40563,4,4.41596,4,0.837554,-0.395767,0.713129,0.037902
2.40663,4,4.4191,4,0.837554,-0.395767,0.713129,0.0378979
2.40764,4,4.42223,4,0.837554,-0.395767,0.71313,0.0378942
2.40864,4,4.42537,4,0.837554,-0.395767,0.71313,0.0378996
2.40964,4,4.42851,4,0.83602,-0.397301,0.713127,0.0379383
2.41064,4,4.43165,4,0.83602,-0.397301,0.713125,0.0379788
2.41164,4,4.43479,4,0.83602,-0.397301,0.713123,0.0380171
2.41264,4,4.43793,4,0.83602,-0.397301,0.713123,0.0380186
2.41364,4,4.44106,4,0.83602,-0.397301,0.713123,0.0380097
2.41464,4,4.4442,4,0.83602,-0.397301,0.713123,0.0380006
2.41565,4,4.44734,4,0.834486,-0.398835,0.713124,0.037992
2.41665,4,4.45048,4,0.834486,-0.398835,0.713124,0.0379838
2.41765,4,4.45362,4,0.834486,-0.398835,0.713125,0.037976
2.41865,4,4.45676,4,0.834486,-0.398835,0.713125,0.0379686
2.41965,4,4.4599,4,0.834486,-0.398835,0.713125,0.0379614
2.42065,4,4.46303,4,0.832952,-0.400369,0.713126,0.0379547
2.42165,4,4.46617,4,0.832952,-0.400369,0.713126,0.0379483
2.42266,4,4.46931,4,0.832952,-0.400369,0.713126,0.0379421
2.42366,4,4.47245,4,0.832952,-0.400369,0.713127,0.0379362
2.42466,4,4.47559,4,0.832952,-0.400369,0.713127,0.0379307
2.42566,4,4.47872,4,0.831418,-0.401903,0.713127,0.0379253
2.42666,4,4.48186,4,0.831418,-0.401903,0.713128,0.0379202
2.42766,4,4.485,4,0.831418,-0.401903,0.713128,0.0379154
2.42866,4,4.48814,4,0.831418,-0.401903,0.713128,0.0379108
2.42967,4,4.49128,4,0.831418,-0.401903,0.713129,0.0379064
2.43067,4,4.49442,4,0.831418,-0.401903,0.713129,0.0379022
2.43167,4,4.49756,4,0.829884,-0.403437,0.713129,0.0378982
2.43267,4,4.50069,4,0.829884,-0.403437,0.71313,0.0378944
2.43367,4,4.50383,4,0.829884,-0.403437,0.71313,0.0378982
2.43467,4,4.50697,4,0.829884,-0.403437,0.713127,0.0379365
2.43567,4,4.51011,4,0.829884,-0.403437,0.713125,0.037977
2.43667,4,4.51325,4,0.82835,-0.404971,0.713123,0.0380157
2.43768,4,4.51639,4,0.82835,-0.404971,0.713123,0.0380191
2.43868,4,4.51952,4,0.82835,-0.404971,0.713123,0.0380102
2.43968,4,4.52266,4,0.82835,-0.404971,0.713123,0.0380011
2.44068,4,4.5258,4,0.82835,-0.404971,0.713124,0.0379925
2.44168,4,4.52894,4,0.826816,-0.406505,0.713124,0.0379842
2.44268,4,4.53208,4,0.826816,-0.406505,0.713125,0.0379764
2.44368,4,4.53522,4,0.826816,-0.406505,0.713125,0.0379689
2.44469,4,4.53835,4,0.826816,-0.406505,0.713125,0.0379618
2.44569,4,4.54149,4,0.826816,-0.406505,0.713126,0.037955
2.44669,4,4.54463,4,0.826816,-0.406505,0.713126,0.0379486
2.44769,4,4.54777,4,0.825282,-0.408039,0.713126,0.0379423
2.44869,4,4.55091,4,0.825282,-0.408039,0.713127,0.0379365
2.44969,4,4.55405,4,0.825282,-0.408039,0.713127,0.0379309
2.45069,4,4.55718,4,0.825282,-0.408039,0.713127,0.0379255
2.45169,4,4.56032,4,0.825282,-0.408039,0.713128,0.0379205
2.4527,4,4.56346,4,0.823748,-0.409573,0.713128,0.0379157
2.4537,4,4.5666,4,0.823748,-0.409573,0.713128,0.037911
2.4547,4,4.56974,4,0.823748,-0.409573,0.713129,0.0379066
2.4557,4,4.57288,4,0.823748,-0.409573,0.713129,0.0379024
2.4567,4,4.57601,4,0.823748,-0.409573,0.713129,0.0378984
2.4577,4,4.57915,4,0.822214,-0.411107,0.71313,0.0378946
2.4587,4,4.58229,4,0.822214,-0.411107,0.71313,0.0378968
2.45971,4,4.58543,4,0.822214,-0.411107,0.713127,0.0379344
2.46071,4,4.58857,4,0.822214,-0.411107,0.713125,0.0379751
2.46171,4,4.59171,4,0.822214,-0.411107,0.713123,0.0380139
2.46271,4,4.59484,4,0.822214,-0.411107,0.713123,0.0380198
2.46371,4,4.59798,4,0.82068,-0.412641,0.713123,0.0380109
2.46471,4,4.60112,4,0.82068,-0.412641,0.713123,0.0380018
2.46571,4,4.60426,4,0.82068,-0.412641,0.713124,0.0379932
2.46672,4,4.6074,4,0.82068,-0.412641,0.713124,0.0379849
2.46772,4,4.61054,4,0.82068,-0.412641,0.713124,0.037977
2.46872,4,4.61368,4,0.819146,-0.414175,0.713125,0.0379696
2.46972,4,4.61681,4,0.819146,-0.414175,0.713125,0.0379623
2.47072,4,4.61995,4,0.819146,-0.414175,0.713126,0.0379556
2.47172,4,4.62309,4,0.819146,-0.414175,0.713126,0.0379491
2.47272,4,4.62623,4,0.819146,-0.414175,0.713126,0.0379429
2.47372,4,4.62937,4,0.819146,-0.414175,0.713127,0.037937
2.47473,4,4.63251,4,0.817612,-0.415709,0.713127,0.0379314
2.47573,4,4.63564,4,0.817612,-0.415709,0.713127,0.037926
2.47673,4,4.63878,4,0.817612,-0.415709,0.713128,0.0379209
2.47773,4,4.64192,4,0.817612,-0.415709,0.713128,0.037916
2.47873,4,4.64506,4,0.817612,-0.415709,0.713128,0.0379114
2.47973,4,4.6482,4,0.816078,-0.417243,0.713129,0.037907
2.48073,4,4.65134,4,0.816078,-0.417243,0.713129,0.0379027
2.48174,4,4.65447,4,0.816078,-0.417243,0.713129,0.0378987
2.48274,4,4.65761,4,0.816078,-0.417243,0.71313,0.0378949
2.48374,4,4.66075,4,0.816078,-0.417243,0.71313,0.0378935
2.48474,4,4.66389,4,0.814544,-0.418777,0.713128,0.0379286
2.48574,4,4.66703,4,0.814544,-0.418777,0.713126,0.0379694
2.48674,4,4.67017,4,0.814544,-0.418777,0.713123,0.0380085
2.48774,4,4.6733,4,0.814544,-0.418777,0.713123,0.0380208
2.48875,4,4.67644,4,0.814544,-0.418777,0.713123,0.0380124
2.48975,4,4.67958,4,0.814544,-0.418777,0.713123,0.0380032
2.49075,4,4.68272,4,0.81301,-0.420311,0.713124,0.0379945
2.49175,4,4.68586,4,0.81301,-0.420311,0.713124,0.0379861
2.49275,4,4.689,4,0.81301,-0.420311,0.713124,0.0379783
2.49375,4,4.69213,4,0.81301,-0.420311,0.713125,0.0379707
2.49475,4,4.69527,4,0.81301,-0.420311,0.713125,0.0379634
2.49575,4,4.69841,4,0.811476,-0.421845,0.713126,0.0379566
2.49676,4,4.70155,4,0.811476,-0.421845,0.713126,0.0379501
2.49776,4,4.70469,4,0.811476,-0.421845,0.713126,0.0379438
2.49876,4,4.70783,4,0.811476,-0.421845,0.713127,0.0379379
2.49976,4,4.71096,4,0.811476,-0.421845,0.713127,0.0379323
2.50076,4,4.7141,4,0.811476,-0.421845,0.713127,0.0379268
2.50176,4,4.71724,4,0.809942,-0.423379,0.713128,0.0379217
2.50276,4,4.72038,4,0.809942,-0.423379,0.713128,0.0379168
2.50377,4,4.72352,4,0.809942,-0.423379,0.713128,0.0379121
2.50477,4,4.72666,4,0.809942,-0.423379,0.713129,0.0379077
2.50577,4,4.72979,4,0.809942,-0.423379,0.713129,0.0379034
2.50677,4,4.73293,4,0.808408,-0.424913,0.713129,0.0378994
2.50777,4,4.73607,4,0.808408,-0.424913,0.71313,0.0378955
2.50877,4,4.73921,4,0.808408,-0.424913,0.71313,0.0378919
2.50977,4,4.74235,4,0.808408,-0.424913,0.713128,0.0379221
2.51078,4,4.74549,4,0.808408,-0.424913,0.713126,0.0379629
2.51178,4,4.74862,4,0.806874,-0.426447,0.713124,0.0380024
2.51278,4,4.75176,4,0.806874,-0.426447,0.713123,0.0380217
2.51378,4,4.7549,4,0.806874,-0.426447,0.713123,0.0380138
2.51478,4,4.75804,4,0.806874,-0.426447,0.713123,0.0380047
2.51578,4,4.76118,4,0.806874,-0.426447,0.713124,0.0379959
2.51678,4,4.76432,4,0.806874,-0.426447,0.713124,0.0379874
2.51778,4,4.76746,4,0.80534,-0.427981,0.713124,0.0379795
2.51879,4,4.77059,4,0.80534,-0.427981,0.713125,0.0379719
2.51979,4,4.77373,4,0.80534,-0.427981,0.713125,0.0379646
2.52079,4,4.77687,4,0.80534,-0.427981,0.713125,0.0379577
2.52179,4,4.78001,4,0.80534,-0.427981,0.713126,0.0379511
2.52279,4,4.78315,4,0.803806,-0.429515,0.713126,0.0379448
2.52379,4,4.78629,4,0.803806,-0.429515,0.713126,0.0379388
2.52479,4,4.78942,4,0.803806,-0.429515,0.713127,0.0379331
2.5258,4,4.79256,4,0.803806,-0.429515,0.713127,0.0379277
2.5268,4,4.7957,4,0.803806,-0.429515,0.713128,0.0379225
2.5278,4,4.79884,4,0.802272,-0.431049,0.713128,0.0379175
2.5288,4,4.80198,4,0.802272,-0.431049,0.713128,0.0379128
2.5298,4,4.80512,4,0.802272,-0.431049,0.713129,0.0379084
2.5308,4,4.80825,4,0.802272,-0.431049,0.713129,0.037904
2.5318,4,4.81139,4,0.802272,-0.431049,0.713129,0.0379
2.5328,4,4.81453,4,0.802272,-0.431049,0.71313,0.0378961
2.53381,4,4.81767,4,0.800738,-0.432583,0.71313,0.0378924
2.53481,4,4.82081,4,0.800738,-0.432583,0.713129,0.0379154
2.53581,4,4.82395,4,0.800738,-0.432583,0.713126,0.0379562
2.53681,4,4.82708,4,0.800738,-0.432583,0.713124,0.037996
2.53781,4,4.83022,4,0.800738,-0.432583,0.713123,0.038022
2.53881,4,4.83336,4,0.799204,-0.434117,0.713123,0.0380153
2.53981,4,4.8365,4,0.799204,-0.434117,0.713123,0.0380061
2.54082,4,4.83964,4,0.799204,-0.434117,0.713124,0.0379973
2.54182,4,4.84278,4,0.799204,-0.434117,0.713124,0.0379888
2.54282,4,4.84591,4,0.799204,-0.434117,0.713124,0.0379808
2.54382,4,4.84905,4,0.799204,-0.434117,0.713125,0.0379731
2.54482,4,4.85219,4,0.79767,-0.435651,0.713125,0.0379658
2.54582,4,4.85533,4,0.79767,-0.435651,0.713125,0.0379588
2.54682,4,4.85847,4,0.79767,-0.435651,0.713126,0.0379521
2.54783,4,4.86161,4,0.79767,-0.435651,0.713126,0.0379458
2.54883,4,4.86474,4,0.79767,-0.435651,0.713126,0.0379398
2.54983,4,4.86788,4,0.796136,-0.437185,0.713127,0.037934
2.55083,4,4.87102,4,0.796136,-0.437185,0.713127,0.0379286
2.55183,4,4.87416,4,0.796136,-0.437185,0.713127,0.0379233
2.55283,4,4.8773,4,0.796136,-0.437185,0.713128,0.0379183
2.55383,4,4.88044,4,0.796136,-0.437185,0.713128,0.0379136
2.55483,4,4.88357,4,0.794602,-0.438719,0.713129,0.0379091
2.55584,4,4.88671,4,0.794602,-0.438719,0.713129,0.0379047
2.55684,4,4.88985,4,0.794602,-0.438719,0.713129,0.0379006
2.55784,4,4.89299,4,0.794602,-0.438719,0.71313,0.0378967
2.55884,4,4.89613,4,0.794602,-0.438719,0.71313,0.037893
2.55984,4,4.89927,4,0.794602,-0.438719,0.713129,0.0379094
2.56084,4,4.9024,4,0.793068,-0.440253,0.713127,0.0379498
2.56184,4,4.90554,4,0.793068,-0.440253,0.713124,0.03799
2.56285,4,4.90868,4,0.793068,-0.440253,0.713123,0.0380216
2.56385,4,4.91182,4,0.793068,-0.440253,0.713123,0.0380167
2.56485,4,4.91496,4,0.793068,-0.440253,0.713123,0.0380076
2.56585,4,4.9181,4,0.791534,-0.441787,0.713124,0.0379986
2.56685,4,4.92124,4,0.791534,-0.441787,0.713124,0.0379901
2.56785,4,4.92437,4,0.791534,-0.441787,0.713124,0.037982
2.56885,4,4.92751,4,0.791534,-0.441787,0.713125,0.0379742
2.56986,4,4.93065,4,0.791534,-0.441787,0.713125,0.0379669
2.57086,4,4.93379,4,0.79,-0.443321,0.713125,0.0379599
2.57186,4,4.93693,4,0.79,-0.443321,0.713126,0.0379531
2.57286,4,4.94007,4,0.79,-0.443321,0.713126,0.0379468
2.57386,4,4.9432,4,0.79,-0.443321,0.713126,0.0379407
2.57486,4,4.94634,4,0.79,-0.443321,0.713127,0.0379349
2.57586,4,4.94948,4,0.79,-0.443321,0.713127,0.0379294
2.57686,4,4.95262,4,0.788466,-0.444854,0.713127,0.0379241
2.57787,4,4.95576,4,0.788466,-0.444854,0.713128,0.0379191
2.57887,4,4.9589,4,0.788466,-0.444854,0.713128,0.0379143
2.57987,4,4.96203,4,0.788466,-0.444854,0.713129,0.0379097
2.58087,4,4.96517,4,0.788466,-0.444854,0.713129,0.0379054
2.58187,4,4.96831,4,0.786932,-0.446388,0.713129,0.0379013
2.58287,4,4.97145,4,0.786932,-0.446388,0.71313,0.0378973
2.58387,4,4.97459,4,0.786932,-0.446388,0.71313,0.0378936
2.58488,4,4.97773,4,0.786932,-0.446388,0.713129,0.0379034
2.58588,4,4.98086,4,0.786932,-0.446388,0.713127,0.0379431
2.58688,4,4.984,4,0.786932,-0.446388,0.713125,0.0379835
2.58788,4,4.98714,4,0.785398,-0.447922,0.713123,0.0380198
2.58888,4,4.99028,4,0.785398,-0.447922,0.713123,0.0380181
2.58988,4,4.99342,4,0.785398,-0.447922,0.713123,0.038009
2.59088,4,4.99656,4,0.785398,-0.447922,0.713123,0.038
2.59189,4,4.99969,4,0.785398,-0.447922,0.713124,0.0379915
2.59289,4,5.00283,4,0.783864,-0.449456,0.713124,0.0379833
2.59389,4,5.00597,4,0.783864,-0.449456,0.713125,0.0379754
2.59489,4,5.00911,4,0.783864,-0.449456,0.713125,0.0379681
2.59589,4,5.01225,4,0.783864,-0.449456,0.713125,0.037961
2.59689,4,5.01539,4,0.783864,-0.449456,0.713126,0.0379542
2.59789,4,5.01852,4,0.78233,-0.45099,0.713126,0.0379478
2.59889,4,5.02166,4,0.78233,-0.45099,0.713126,0.0379417
2.5999,4,5.0248,4,0.78233,-0.45099,0.713127,0.0379358
2.6009,4,5.02794,4,0.78233,-0.45099,0.713127,0.0379303
2.6019,4,5.03108,4,0.78233,-0.45099,0.713127,0.037925
2.6029,4,5.03422,4,0.78233,-0.45099,0.713128,0.0379199
