# scenario=openloop
t,theta_e_cmd,theta_e_true,slip,id,iq,omega
0.745568,4.68669,0.445181,-2.04167,-0.15587,-0.288878,0.546945
0.746068,4.88669,0.446401,-1.84289,-0.139597,-0.291261,-0.0790302
0.746568,4.88669,0.44454,-1.84103,-0.0969168,-0.302986,-0.596103
0.747068,5.08669,0.439803,-1.63629,-0.0774943,-0.30342,-1.12047
0.747568,5.08669,0.432169,-1.62866,-0.030424,-0.306556,-1.65064
0.748068,5.28669,0.42162,-1.41811,-0.00846606,-0.302849,-2.17887
0.748568,5.28669,0.408197,-1.40469,0.0410483,-0.295417,-2.69465
0.749068,5.48669,0.391976,-1.18847,0.0644885,-0.286607,-3.19669
0.749568,5.48669,0.373071,-1.16956,0.113744,-0.267653,-3.66602
0.750068,5.68669,0.351669,-0.948161,0.137083,-0.253248,-4.10843
0.750568,5.68669,0.327969,-0.924461,0.182756,-0.222717,-4.49745
0.751068,5.88669,0.302251,-0.698743,0.20401,-0.202843,-4.84625
0.751568,5.88669,0.274792,-0.671284,0.242503,-0.161867,-5.12259
0.752069,6.08669,0.245977,-0.44247,0.25958,-0.137457,-5.347
0.752569,6.08669,0.216143,-0.412635,0.287556,-0.0884741,-5.48391
0.753069,0.00350761,0.185752,-0.182244,0.29866,-0.0612703,-5.56055
0.753569,0.00350761,0.155204,-0.151696,0.313646,-0.00785029,-5.54086
0.754069,0.203508,0.124946,0.078562,0.317685,0.0198185,-5.45744
0.754569,0.203508,0.0953846,0.108123,0.318569,0.0734888,-5.27643
0.755069,0.403508,0.0670214,0.336486,0.315415,0.0991435,-5.03371
0.755569,0.403508,0.0402193,0.363288,0.30263,0.148907,-4.6999
0.756069,0.603508,0.0154333,0.588074,0.293124,0.170393,-4.31157
0.756569,0.603508,6.27617,0.610526,0.268499,0.212811,-3.8452
0.757069,0.803508,6.25643,0.830267,0.254216,0.228696,-3.33535
0.757569,0.803508,6.23964,0.847054,0.220522,0.261495,-2.76505
0.75807,1.00351,6.2261,1.06059,0.203382,0.271241,-2.16431
0.75857,1.00351,6.21596,1.07073,0.16376,0.293449,-1.52276
0.75907,1.20351,6.20941,1.27728,0.145637,0.297347,-0.864005
0.75957,1.20351,6.20654,1.28015,0.103084,0.309137,-0.183882
0.76007,1.40351,6.20721,1.47948,0.0854589,0.308505,0.393435
0.76057,1.40351,6.21088,1.47581,0.0421698,0.312082,0.934643
0.76107,1.60351,6.21752,1.66917,0.025693,0.308645,1.47405
0.76157,1.60351,6.22711,1.65959,-0.016639,0.30424,2.005
0.76207,1.80351,6.23959,1.8471,-0.0313269,0.298123,2.52673
0.76257,1.80351,6.25489,1.83181,-0.0713588,0.286854,3.02751
0.76307,2.00351,6.27289,2.0138,-0.0839584,0.279018,3.51351
0.76357,2.00351,0.0103121,1.9932,-0.120822,0.262223,3.96868
0.764071,2.20351,0.0333586,2.17015,-0.1313,0.253524,4.40541
0.764571,2.20351,0.0587111,2.1448,-0.164505,0.232427,4.80379
0.765071,2.40351,0.0861874,2.31732,-0.173004,0.223521,5.1816
0.765571,2.40351,0.115634,2.28787,-0.202327,0.199159,5.51558
0.766071,2.60351,0.14684,2.45667,-0.209085,0.190501,5.828
0.766571,2.60351,0.179653,2.42386,-0.234469,0.163702,6.09272
0.767071,2.80351,0.21384,2.58967,-0.23976,0.15556,6.33565
0.767571,2.80351,0.249245,2.55426,-0.261232,0.126961,6.52821
0.768071,3.00351,0.285625,2.71788,-0.265316,0.119451,6.69921
0.768571,3.00351,0.322828,2.68068,-0.282925,0.0895259,6.81803
0.769071,3.20351,0.3606,2.84291,-0.286018,0.0826471,6.9157
0.769571,3.20351,0.398791,2.80472,-0.29979,0.0517452,6.96001
0.770072,3.40351,0.437135,2.96637,-0.302042,0.0454075,6.98356
0.770572,3.40351,0.475497,2.92801,-0.311948,0.0137982,6.95301
0.771072,3.60351,0.513598,3.08991,-0.31343,0.00785981,6.90197
0.771572,3.60351,0.551289,3.05222,-0.319362,-0.0242367,6.79641
0.772072,3.80351,0.58832,-3.068,-0.320056,-0.0299473,6.67042
0.772572,3.80351,0.624535,-3.10421,-0.321815,-0.0623005,6.4898
0.773072,4.00351,0.659669,-2.93935,-0.321603,-0.0679498,6.28862
0.773572,4.00351,0.693574,-2.97325,-0.318894,-0.100285,6.03308
0.774072,4.20351,0.725988,-2.80567,-0.317555,-0.106007,5.7567
0.774572,4.20351,0.756763,-2.83644,-0.309997,-0.137948,5.42677
0.775072,4.40351,0.785632,-2.66531,-0.307202,-0.143808,5.07571
0.775572,4.40351,0.812456,-2.69213,-0.294341,-0.174829,4.67271
0.776073,4.60351,0.836977,-2.51666,-0.289669,-0.180779,4.24851
0.776573,4.60351,0.859056,-2.53873,-0.271023,-0.210138,3.7751
0.777073,4.80351,0.878448,-2.35813,-0.263979,-0.215969,3.28099
0.777573,4.80351,0.89502,-2.3747,-0.239111,-0.242659,2.74203
0.778073,5.00351,0.908552,-2.18823,-0.229178,-0.247952,2.18382
0.778573,5.00351,0.918928,-2.19861,-0.197808,-0.270652,1.58731
0.779073,5.20351,0.925956,-2.00563,-0.184532,-0.274734,0.974508
0.779573,5.20351,0.929548,-2.00923,-0.146694,-0.291807,0.33271
0.780073,5.40351,0.929662,-1.80934,-0.129841,-0.293922,-0.248461
0.780573,5.40351,0.926858,-1.80654,-0.0863303,-0.304477,-0.769284
0.781073,5.60351,0.921165,-1.60084,-0.0664376,-0.304318,-1.29617
0.781573,5.60351,0.912567,-1.59225,-0.0188072,-0.305795,-1.82602
0.782074,5.80351,0.90106,-1.38074,0.00348342,-0.301293,-2.35211
0.782574,5.80351,0.886697,-1.36638,0.0531607,-0.291993,-2.86248
0.783074,6.00351,0.869571,-1.14925,0.0767066,-0.282274,-3.35699
0.783574,6.00351,0.849816,-1.1295,0.125609,-0.261372,-3.81534
0.784074,6.20351,0.827626,-0.907306,0.148747,-0.246029,-4.24452
0.784574,6.20351,0.803218,-0.882898,0.193476,-0.213649,-4.61697
0.785074,0.12032,0.776894,-0.656573,0.214179,-0.192934,-4.9471
0.785574,0.12032,0.748937,-0.628616,0.25114,-0.150425,-5.20192
0.786074,0.32032,0.71975,-0.39943,0.267334,-0.125411,-5.40315
0.786574,0.32032,0.689678,-0.369358,0.293292,-0.0754188,-5.51493
0.787074,0.52032,0.659193,-0.138873,0.303274,-0.0479668,-5.5655
0.787574,0.52032,0.628682,-0.108362,0.315954,0.00579217,-5.51899
0.788075,0.72032,0.598618,0.121703,0.31878,0.0332955,-5.40869
0.788575,0.72032,0.569402,0.150918,0.317322,0.0865922,-5.20137
0.789075,0.92032,0.541522,0.378798,0.31303,0.111687,-4.93321
0.789575,0.92032,0.515338,0.404982,0.29812,0.160441,-4.57571
0.790075,1.12032,0.491298,0.629023,0.287697,0.181073,-4.1653
0.790575,1.12032,0.469701,0.65062,0.261357,0.222016,-3.67954
0.791075,1.32032,0.450922,0.869398,0.246463,0.236895,-3.15236
0.791575,1.32032,0.435177,0.885144,0.211565,0.267968,-2.56792
0.792075,1.52032,0.422752,1.09757,0.194137,0.276704,-1.95528
0.792575,1.52032,0.413787,1.10653,0.153831,0.297142,-1.30511
0.793075,1.72032,0.408457,1.31186,0.135707,0.300143,-0.639848
0.793575,1.72032,0.406825,1.3135,0.092927,0.310288,0.0353309
0.794076,1.92032,0.408519,1.5118,0.0754398,0.309304,0.573409
0.794576,1.92032,0.413175,1.50715,0.0321951,0.311528,1.11443
0.795076,2.12032,0.420801,1.69952,0.0159815,0.307585,1.65233
0.795576,2.12032,0.43136,1.68896,-0.0260465,0.301948,2.17953
0.796076,2.32032,0.444789,1.87553,-0.0403993,0.29548,2.69644
0.796576,2.32032,0.461003,1.85932,-0.0799531,0.283203,3.19059
0.797076,2.52032,0.47989,2.04043,-0.0921961,0.27517,3.66923
0.797576,2.52032,0.501326,2.019,-0.128477,0.257581,4.11563
0.798076,2.72032,0.525155,2.19517,-0.138612,0.248808,4.54314
0.798576,2.72032,0.551238,2.16908,-0.171183,0.227104,4.93127
0.799076,2.92032,0.579382,2.34094,-0.179374,0.218214,5.2986
0.799576,2.92032,0.609444,2.31088,-0.208043,0.193396,5.62136
0.800077,3.12032,0.641201,2.47912,-0.214539,0.18481,5.92248
0.800577,3.12032,0.674502,2.44582,-0.239269,0.157675,6.17538
0.801077,3.32032,0.709111,2.61121,-0.244343,0.149634,6.40651
0.801577,3.32032,0.744872,2.57545,-0.26517,0.120787,6.58692
0.802077,3.52032,0.781542,2.73878,-0.269076,0.113386,6.74583
0.802577,3.52032,0.818964,2.70136,-0.286049,0.0832783,6.85233
0.803077,3.72032,0.856892,2.86343,-0.288993,0.0764977,6.93775
0.803577,3.72032,0.895156,2.82517,-0.302129,0.0454618,6.96966
0.804077,3.92032,0.933526,2.98679,-0.304252,0.0391991,6.98087
0.804577,3.92032,0.971833,2.94849,-0.313507,0.00749614,6.93789
0.805077,4.12032,1.00982,3.1105,-0.314863,0.00160844,6.87444
0.805577,4.12032,1.04733,3.07299,-0.32012,-0.0305461,6.75643
0.806078,4.32032,1.0841,-3.04697,-0.320675,-0.0362344,6.618
0.806578,4.32032,1.12,-3.08286,-0.321716,-0.0686045,6.42494
0.807078,4.52032,1.15474,-2.9176,-0.321336,-0.0742575,6.21129
0.807578,4.52032,1.18818,-2.95105,-0.317853,-0.106555,5.94337
0.808078,4.72032,1.22007,-2.78293,-0.316299,-0.112298,5.65457
0.808578,4.72032,1.25025,-2.81311,-0.307895,-0.144127,5.31241
0.809078,4.92032,1.27846,-2.64132,-0.304822,-0.150008,4.9491
0.809578,4.92032,1.30455,-2.66741,-0.291036,-0.180811,4.5342
0.810078,5.12032,1.32827,-2.49114,-0.286007,-0.186761,4.09815
0.810578,5.12032,1.34949,-2.51236,-0.266359,-0.215756,3.61348
0.811078,5.32032,1.36797,-2.33083,-0.258872,-0.221533,3.10827
0.811578,5.32032,1.38356,-2.34642,-0.232942,-0.247662,2.55913
0.812079,5.52032,1.39606,-2.15892,-0.222483,-0.252808,1.99111
0.812579,5.52032,1.40535,-2.16821,-0.19003,-0.274698,1.38612
0.813079,5.72032,1.41125,-1.97411,-0.176169,-0.278495,0.765509
0.813579,5.72032,1.41367,-1.97654,-0.137296,-0.294459,0.117755
0.814079,5.92032,1.41276,-1.77563,-0.119896,-0.296382,-0.418974
0.814579,5.92032,1.40901,-1.77188,-0.075593,-0.305629,-0.942986
0.815079,6.12032,1.40235,-1.56522,-0.0552472,-0.304835,-1.47167
0.815579,6.12032,1.3928,-1.55566,-0.00711426,-0.304616,-2.00041
0.816079,0.0371332,1.38034,-1.3432,0.0154777,-0.2993,-2.52351
0.816579,0.0371332,1.36505,-1.32791,0.06524,-0.288116,-3.02759
0.817079,0.237133,1.34704,-1.1099,0.0888451,-0.27748,-3.51367
0.817579,0.237133,1.32645,-1.08932,0.137303,-0.25464,-3.96013
0.81808,0.437133,1.30351,-0.866374,0.160183,-0.23837,-4.37521
0.81858,0.437133,1.27843,-0.841297,0.203872,-0.204187,-4.73027
0.81908,0.637133,1.25153,-0.614401,0.223967,-0.182664,-5.04098
0.81958,0.637133,1.22312,-0.585991,0.259312,-0.138702,-5.27366
0.82008,0.837133,1.19361,-0.356476,0.27458,-0.113137,-5.45119
0.82058,0.837133,1.16334,-0.32621,0.298465,-0.062243,-5.53752
0.82108,1.03713,1.13281,-0.0956736,0.307303,-0.0346093,-5.56184
0.82158,1.03713,1.10238,-0.0652428,0.317662,0.0193731,-5.48854
0.82208,1.23713,1.07255,0.164583,0.319281,0.0466435,-5.35155
0.82258,1.23713,1.04372,0.193412,0.315509,0.0994551,-5.11831
0.82308,1.43713,1.01637,0.420764,0.310112,0.123936,-4.82523
0.82358,1.43713,0.990844,0.44629,0.293142,0.171594,-4.44474
0.824081,1.63713,0.967586,0.669548,0.281852,0.191338,-4.01304
0.824581,1.63713,0.946878,0.690255,0.253883,0.230755,-3.50876
0.825081,1.83713,0.929083,0.908051,0.238434,0.24462,-2.96519
0.825581,1.83713,0.914407,0.922727,0.202424,0.273954,-2.36757
0.826081,2.03713,0.903115,1.13402,0.184762,0.281694,-1.74397
0.826581,2.03713,0.895334,1.1418,0.143855,0.30038,-1.08611
0.827081,2.23713,0.891225,1.34591,0.12577,0.302515,-0.415213
0.827581,2.23713,0.890776,1.34636,0.0828115,0.311179,0.213667
0.828081,2.43713,0.89345,1.54368,0.0654778,0.309799,0.752869
0.828581,2.43713,0.89909,1.53804,0.0223255,0.310669,1.29309
0.829081,2.63713,0.907692,1.72944,0.00638945,0.306242,1.8289
0.829581,2.63713,0.919208,1.71793,-0.035303,0.299413,2.35183
0.830082,2.83713,0.933566,1.90357,-0.0493163,0.292622,2.86348
0.830582,2.83713,0.950682,1.88645,-0.0883728,0.279376,3.35061
0.831082,3.03713,0.970425,2.06671,-0.100261,0.271169,3.82157
0.831582,3.03713,0.992673,2.04446,-0.13595,0.252822,4.25894
0.832082,3.23713,1.01726,2.21987,-0.145748,0.243993,4.67703
0.832582,3.23713,1.04406,2.19308,-0.177681,0.221711,5.05475
0.833082,3.43713,1.07285,2.36428,-0.185572,0.212847,5.41146
0.833582,3.43713,1.10351,2.33363,-0.213589,0.187597,5.72291
0.834082,3.63713,1.13579,2.50134,-0.21983,0.17909,6.01266
0.834582,3.63713,1.16955,2.46758,-0.243911,0.151634,6.25371
0.835082,3.83713,1.20456,2.63258,-0.248775,0.143697,6.47301
0.835582,3.83713,1.24065,2.59648,-0.268961,0.114615,6.64127
0.836083,4.03713,1.27759,2.75954,-0.272695,0.107321,6.78809
0.836583,4.03713,1.31521,2.72192,-0.289033,0.0770394,6.88229
0.837083,4.23713,1.35327,2.88386,-0.291834,0.070354,6.95547
0.837583,4.23713,1.39161,2.84552,-0.304334,0.0391908,6.97501
0.838083,4.43713,1.43003,3.0071,-0.306324,0.0330161,6.97392
0.838583,4.43713,1.46825,2.96888,-0.31493,0.00122731,6.91857
0.839083,4.63713,1.50609,3.13104,-0.316158,-0.00461439,6.84279
0.839583,4.63713,1.5434,3.09374,-0.320737,-0.036821,6.7124
0.840083,4.83713,1.57989,-3.02594,-0.32115,-0.0424927,6.56158
0.840583,4.83713,1.61544,-3.06149,-0.32147,-0.0748728,6.35616
0.841083,5.03713,1.64977,-2.89582,-0.320916,-0.0805326,6.13011
0.841583,5.03713,1.68274,-2.92879,-0.316652,-0.112784,5.8499
0.842084,5.23713,1.71408,-2.76013,-0.314873,-0.118548,5.54875
0.842584,5.23713,1.74364,-2.78969,-0.305616,-0.150251,5.19447
0.843084,5.43713,1.77116,-2.61722,-0.302253,-0.156151,4.81901
0.843584,5.43713,1.79651,-2.64256,-0.287535,-0.186716,4.39236
0.844084,5.63713,1.81942,-2.46548,-0.282137,-0.192659,3.94461
0.844584,5.63713,1.83977,-2.48582,-0.261481,-0.221262,3.44888
0.845084,5.83713,1.8573,-2.30336,-0.253539,-0.226973,2.93279
0.845584,5.83713,1.8719,-2.31796,-0.226545,-0.252507,2.37376
0.846084,6.03713,1.88336,-2.12941,-0.215551,-0.257488,1.79625
0.846584,6.03713,1.89155,-2.1376,-0.182022,-0.278525,1.18318
0.847084,6.23713,1.89632,-1.94237,-0.167572,-0.282012,0.555222
0.847584,6.23713,1.89758,-1.94363,-0.12769,-0.29684,-0.0773934
0.848085,0.153946,1.89572,-1.74178,-0.109774,-0.298582,-0.59037
0.848585,0.153946,1.89102,-1.73707,-0.0647206,-0.306427,-1.11694
0.849085,0.353946,1.8834,-1.52945,-0.0439415,-0.304961,-1.64668
0.849585,0.353946,1.87288,-1.51893,0.00463306,-0.303017,-2.17351
0.850085,0.553946,1.85948,-1.30553,0.027492,-0.296869,-2.69277
0.850585,0.553946,1.84327,-1.28933,0.0772592,-0.283788,-3.18968
0.851085,0.753946,1.8244,-1.07046,0.100876,-0.27223,-3.66643
0.851585,0.753946,1.80301,-1.04907,0.148795,-0.24747,-4.10013
0.852085,0.953946,1.77934,-0.825398,0.171362,-0.230287,-4.50024
0.852585,0.953946,1.75363,-0.79968,0.213918,-0.194351,-4.83713
0.853085,1.15395,1.7262,-0.572251,0.233352,-0.172056,-5.12769
0.853585,1.15395,1.69737,-0.543424,0.267003,-0.126724,-5.33768
0.854086,1.35395,1.66757,-0.313623,0.281305,-0.100665,-5.49106
0.854586,1.35395,1.63715,-0.283202,0.303068,-0.0489773,-5.55168
0.855086,1.55395,1.6066,-0.052649,0.310746,-0.0212279,-5.54962
0.855586,1.55395,1.5763,-0.0223527,0.318777,0.0328603,-5.44962
0.856086,1.75395,1.54676,0.207184,0.319198,0.0598316,-5.28619
0.856586,1.75395,1.51836,0.235582,0.313148,0.112051,-5.02747
0.857086,1.95395,1.49158,0.462368,0.306682,0.135866,-4.71004
0.857586,1.95395,1.46675,0.487195,0.287719,0.182348,-4.30728
0.858086,2.15395,1.44431,0.70964,0.275613,0.201178,-3.85511
0.858586,2.15395,1.42452,0.729423,0.246104,0.239023,-3.33322
0.859086,2.35395,1.40773,0.946211,0.230157,0.251873,-2.77419
0.859586,2.35395,1.39415,0.959798,0.193127,0.279458,-2.16435
0.860087,2.55395,1.384,1.16994,0.175279,0.286222,-1.53073
0.860587,2.55395,1.37741,1.17653,0.133853,0.303176,-0.866087
0.861087,2.75395,1.37453,1.37942,0.115845,0.304476,-0.190399
0.861587,2.75395,1.37517,1.37877,0.072743,0.31184,0.391235
0.862087,2.95395,1.37883,1.57512,0.0555874,0.309984,0.931407
0.862587,2.95395,1.38545,1.5685,0.0125739,0.309515,1.47023
0.863087,3.15395,1.39502,1.75893,-0.00307135,0.304632,2.00339
0.863587,3.15395,1.40748,1.74646,-0.0443969,0.296652,2.52157
0.864087,3.35395,1.42276,1.93119,-0.0580661,0.289565,3.02752
0.864587,3.35395,1.44076,1.91319,-0.0966068,0.275391,3.5073
0.865087,3.55395,1.46134,2.09261,-0.108143,0.267032,3.97027
0.865587,3.55395,1.48438,2.06957,-0.143233,0.247961,4.3984
0.866087,3.75395,1.50971,2.24423,-0.152701,0.239091,4.80686
0.866588,3.75395,1.53719,2.21676,-0.183995,0.216259,5.17404
0.867088,3.95395,1.56661,2.38733,-0.191595,0.207432,5.52004
0.867588,3.95395,1.59783,2.35612,-0.218963,0.181772,5.82011
0.868088,4.15395,1.63062,2.52333,-0.224958,0.173348,6.09844
0.868588,4.15395,1.66482,2.48913,-0.248394,0.145589,6.32762
0.869088,4.35395,1.7002,2.65374,-0.253055,0.137757,6.53509
0.869588,4.35395,1.7366,2.61734,-0.272604,0.108451,6.69121
0.870088,4.55395,1.77378,2.78017,-0.276173,0.101262,6.82596
0.870588,4.55395,1.81158,2.74237,-0.291879,0.070817,6.90788
0.871088,4.75395,1.84974,2.90421,-0.29454,0.0642235,6.96887
0.871588,4.75395,1.88815,2.8658,-0.306402,0.032945,6.97608
0.872088,4.95395,1.92646,3.02749,-0.308269,0.0268284,6.96271
0.872589,4.95395,1.96459,2.98935,-0.316224,-0.00505052,6.89497
0.873089,5.15395,2.00227,-3.13151,-0.317324,-0.0108535,6.80682
0.873589,5.15395,2.03934,3.1146,-0.321218,-0.0431063,6.66404
0.874089,5.35395,2.07554,-3.00478,-0.321485,-0.0487654,6.5008
0.874589,5.35395,2.11072,-3.03996,-0.321073,-0.0811473,6.28301
0.875089,5.55395,2.14462,-2.87386,-0.320337,-0.0868173,6.04454
0.875589,5.55395,2.17708,-2.90632,-0.315279,-0.11901,5.75203
0.876089,5.75394,2.20784,-2.73708,-0.313267,-0.124797,5.43853
0.876589,5.75394,2.23676,-2.766,-0.303141,-0.156359,5.07216
0.877089,5.95394,2.26358,-2.59282,-0.299476,-0.162277,4.68459
0.877589,5.95394,2.28815,-2.6174,-0.283809,-0.192582,4.24625
0.878089,6.15394,2.31023,-2.43947,-0.278027,-0.198511,3.78688
0.87859,6.15394,2.32968,-2.45892,-0.256349,-0.226692,3.28022
0.87909,0.0707588,2.34626,-2.2755,-0.247937,-0.232324,2.75343
0.87959,0.0707588,2.35984,-2.28908,-0.21987,-0.257222,2.18472
0.88009,0.270759,2.37023,-2.09947,-0.20833,-0.262016,1.598
0.88059,0.270759,2.37731,-2.10655,-0.173726,-0.282152,0.977216
0.88109,0.470759,2.38092,-1.91017,-0.158681,-0.285301,0.342324
0.88159,0.470759,2.38108,-1.91032,-0.117829,-0.299074,-0.246169
0.88209,0.670759,2.37829,-1.70753,-0.0994086,-0.300498,-0.76344
0.88259,0.670759,2.37263,-1.70187,-0.053646,-0.30686,-1.29192
0.88309,0.870759,2.36405,-1.49329,-0.0324556,-0.30469,-1.82197
0.88359,0.870759,2.35257,-1.48181,0.0164973,-0.300979,-2.34604
0.88409,1.07076,2.33823,-1.26747,0.0395874,-0.293977,-2.86057
0.884591,1.07076,2.32113,-1.25037,0.0892762,-0.278982,-3.34939
0.885091,1.27076,2.30141,-1.03065,0.112855,-0.266494,-3.81584
0.885591,1.27076,2.27923,-1.00847,0.160139,-0.23982,-4.23583
0.886091,1.47076,2.25486,-0.784099,0.182336,-0.221737,-4.62002
0.886591,1.47076,2.22853,-0.757771,0.223659,-0.18409,-4.93788
0.887091,1.67076,2.20061,-0.529849,0.242376,-0.161058,-5.20749
0.887591,1.67076,2.17141,-0.500648,0.274245,-0.114437,-5.39409
0.888091,1.87076,2.14137,-0.270606,0.287536,-0.0879404,-5.52276
0.888591,1.87076,2.11085,-0.240088,0.307123,-0.0355666,-5.55728
0.889091,2.07076,2.08034,-0.00958133,0.31362,-0.00777248,-5.52863
0.889591,2.07076,2.05023,0.0205243,0.319307,0.046298,-5.40193
0.890091,2.27076,2.02103,0.249728,0.318539,0.072903,-5.21222
0.890592,2.27076,1.99311,0.277653,0.310239,0.124423,-4.92839
0.891092,2.47076,1.96693,0.503826,0.302735,0.147522,-4.5871
0.891592,2.47076,1.94284,0.527917,0.281843,0.192745,-4.16273
0.892092,2.67076,1.92125,0.74951,0.26897,0.210632,-3.69081
0.892592,2.67076,1.90242,0.768342,0.238001,0.24686,-3.15214
0.893092,2.87076,1.88667,0.984091,0.221608,0.25869,-2.57851
0.893592,2.87076,1.87419,0.996571,0.18364,0.284515,-1.95734
0.894092,3.07076,1.86521,1.20555,0.165655,0.290317,-1.31456
0.894592,3.07076,1.85983,1.21093,0.123784,0.305555,-0.643978
0.895092,3.27076,1.85817,1.41259,0.105889,0.306053,0.0286065
0.895592,3.27076,1.85983,1.41093,0.0626757,0.31223,0.569132
0.896092,3.47076,1.86446,1.6063,0.0457216,0.309861,1.10969
0.896593,3.47076,1.87206,1.5987,0.00288996,0.308072,1.64652
0.897093,3.67076,1.88259,1.78817,-0.0124521,0.302756,2.17648
0.897593,3.67076,1.896,1.77476,-0.0533808,0.29366,2.68942
0.898093,3.87076,1.91218,1.95858,-0.066702,0.286302,3.18924
0.898593,3.87076,1.93104,1.93972,-0.10471,0.271232,3.6613
0.899093,4.07076,1.95245,2.11831,-0.115896,0.262741,4.11596
0.899593,4.07076,1.97626,2.09449,-0.150376,0.242975,4.53457
0.900093,4.27076,2.00232,2.26844,-0.159521,0.234079,4.93318
0.900593,4.27076,2.03046,2.2403,-0.19017,0.21072,5.28962
0.901093,4.47076,2.06049,2.41027,-0.197487,0.20194,5.62474
0.901593,4.47076,2.09225,2.37851,-0.224203,0.175887,5.91331
0.902093,4.67076,2.12552,2.54524,-0.229959,0.167551,6.18011
0.902594,4.67076,2.16014,2.51062,-0.25275,0.139502,6.39733
0.903094,4.87076,2.19587,2.67489,-0.257215,0.131774,6.59288
0.903594,4.87076,2.23255,2.63821,-0.276127,0.102254,6.73679
0.904094,5.07076,2.26995,2.80081,-0.279535,0.0951687,6.8594
0.904594,5.07076,2.30789,2.76287,-0.294607,0.0645651,6.929
0.905094,5.27076,2.34614,2.92462,-0.297132,0.0580585,6.97772
0.905594,5.27076,2.38455,2.88621,-0.308354,0.026665,6.97255
0.906094,5.47076,2.42283,3.04793,-0.310094,0.0206118,6.94682
0.906594,5.47076,2.46084,3.00992,-0.31739,-0.0113437,6.86668
0.907094,5.67076,2.49832,-3.11075,-0.31836,-0.0171117,6.76612
0.907594,5.67076,2.53513,3.13562,-0.32156,-0.0494048,6.61092
0.908094,5.87076,2.571,-2.98343,-0.321675,-0.0550568,6.43524
0.908595,5.87076,2.60579,-3.01822,-0.32052,-0.0874327,6.20505
0.909095,6.07076,2.63922,-2.85165,-0.319594,-0.0931177,5.95413
0.909595,6.07076,2.67115,-2.88358,-0.313728,-0.125242,5.64932
0.910095,6.27076,2.70131,-2.71374,-0.31147,-0.131053,5.32346
0.910595,6.27076,2.72957,-2.742,-0.30046,-0.162456,4.94501
0.911095,0.187572,2.75566,-2.56809,-0.296478,-0.168388,4.54534
0.911595,0.187572,2.77944,-2.59187,-0.279847,-0.198409,4.09539
0.912095,0.387572,2.80065,-2.41308,-0.273665,-0.204316,3.62448
0.912595,0.387572,2.81917,-2.4316,-0.25095,-0.232042,3.10703
0.913095,0.587572,2.83477,-2.2472,-0.242052,-0.23758,2.56969
0.913595,0.587572,2.84732,-2.25975,-0.212903,-0.261801,1.99155
0.914095,0.787571,2.85663,-2.06906,-0.200804,-0.266385,1.39592
0.914596,0.787571,2.86258,-2.07501,-0.165129,-0.285567,0.76779
0.915096,0.987571,2.86502,-1.87745,-0.149483,-0.288346,0.126414
0.915596,0.987571,2.86415,-1.87658,-0.107708,-0.30112,-0.417059
0.916096,1.18757,2.86041,-1.67284,-0.0887905,-0.302103,-0.938111
0.916596,1.18757,2.85378,-1.66621,-0.042361,-0.306915,-1.4678
0.917096,1.38757,2.84423,-1.45666,-0.020781,-0.304006,-1.99737
0.917596,1.38757,2.8318,-1.44423,0.0284836,-0.29849,-2.51783
0.918096,1.58757,2.81653,-1.22896,0.0517667,-0.290612,-3.02672
0.918596,1.58757,2.79854,-1.21096,0.101291,-0.273683,-3.50648
0.919096,1.78757,2.77798,-0.990405,0.124782,-0.260256,-3.96165
0.919596,1.78757,2.75504,-0.967466,0.17133,-0.231681,-4.36695
0.920096,1.98757,2.72999,-0.742415,0.193096,-0.212709,-4.73428
0.920597,1.98757,2.70309,-0.715514,0.233084,-0.1734,-5.03221
0.921097,2.18757,2.6747,-0.487133,0.251025,-0.14967,-5.28005
0.921597,2.18757,2.64517,-0.457597,0.281028,-0.101843,-5.44259
0.922097,2.38757,2.61493,-0.227359,0.293266,-0.0749672,-5.54599
0.922597,2.38757,2.58438,-0.196806,0.31062,-0.0220207,-5.55406
0.923097,2.58757,2.55396,0.0336111,0.315918,0.0057477,-5.49861
0.923597,2.58757,2.5241,0.0634735,0.319251,0.0596837,-5.34523
0.924097,2.78757,2.49528,0.29229,0.317304,0.085856,-5.12939
0.924597,2.78757,2.46788,0.319689,0.306784,0.136568,-4.82082
0.925097,2.98757,2.44237,0.545204,0.298279,0.1589,-4.45616
0.925597,2.98757,2.41906,0.568515,0.27552,0.202786,-4.01082
0.926097,3.18757,2.39835,0.789222,0.261928,0.219703,-3.5199
0.926598,3.18757,2.3805,0.807071,0.229579,0.25427,-2.96526
0.927098,3.38757,2.36582,1.02175,0.212791,0.265077,-2.37788
0.927598,3.38757,2.35448,1.0331,0.17397,0.28913,-1.74625
0.928098,3.58757,2.34668,1.24089,0.155893,0.293988,-1.09518
0.928598,3.58757,2.34252,1.24505,0.113651,0.307524,-0.419483
0.929098,3.78757,2.34205,1.44552,0.095886,0.307375,0.207036
0.929598,3.78757,2.34469,1.44288,0.0526067,0.312323,0.747795
0.930098,3.98757,2.35031,1.63726,0.0358756,0.309428,1.28812
0.930598,3.98757,2.35888,1.62869,-0.00673199,0.306341,1.82237
0.931098,4.18757,2.37037,1.8172,-0.0217588,0.300618,2.34857
0.931598,4.18757,2.38471,1.80287,-0.062262,0.290438,2.8558
