# scenario=openloop
t,theta_e_cmd,theta_e_true,slip,id,iq,omega
0.372006,5.48494,1.38826,-2.1865,-0.228788,-0.248244,2.17248
0.372506,5.48494,1.39857,-2.19681,-0.197355,-0.270897,1.57546
0.373006,5.68494,1.40553,-2.00378,-0.184044,-0.274963,0.962178
0.373506,5.68494,1.40905,-2.0073,-0.146144,-0.291971,0.320014
0.374006,5.88494,1.4091,-1.80735,-0.129258,-0.294074,-0.258519
0.374506,5.88494,1.40624,-1.80449,-0.0856991,-0.304554,-0.779547
0.375006,6.08494,1.40049,-1.59874,-0.0657787,-0.30436,-1.30656
0.375506,6.08494,1.39184,-1.59008,-0.0181165,-0.305737,-1.83637
0.376006,0.00175381,1.38027,-1.37852,0.00419316,-0.301188,-2.3623
0.376506,0.00175381,1.36586,-1.3641,0.0538774,-0.291776,-2.87233
0.377006,0.201754,1.34868,-1.14692,0.0774279,-0.282003,-3.36636
0.377506,0.201754,1.32887,-1.12712,0.126307,-0.260986,-3.82403
0.378007,0.401754,1.30664,-0.904888,0.14943,-0.245588,-4.25241
0.378507,0.401754,1.28219,-0.88044,0.1941,-0.213101,-4.62385
0.379007,0.601754,1.25584,-0.654083,0.214768,-0.192338,-4.95285
0.379507,0.601754,1.22785,-0.6261,0.251635,-0.149741,-5.20638
0.380007,0.801754,1.19865,-0.396893,0.267776,-0.124693,-5.40622
0.380507,0.801754,1.16856,-0.366808,0.293613,-0.0746445,-5.51651
0.381007,1.00175,1.13807,-0.136312,0.303528,-0.0471796,-5.56553
0.381507,1.00175,1.10754,-0.105785,0.316072,0.00660261,-5.51743
0.382007,1.20175,1.07748,0.124269,0.318826,0.0340958,-5.40554
0.382507,1.20175,1.04829,0.153466,0.317229,0.0873673,-5.19666
0.383007,1.40175,1.02044,0.381315,0.312871,0.112428,-4.927
0.383507,1.40175,0.994293,0.407461,0.297836,0.161119,-4.56811
0.384008,1.60175,0.970298,0.631456,0.287359,0.181698,-4.1564
0.384508,1.60175,0.948754,0.653,0.260919,0.222551,-3.6695
0.385008,1.80175,0.930029,0.871724,0.24599,0.23737,-3.14132
0.385508,1.80175,0.914348,0.887407,0.211023,0.26834,-2.55607
0.386008,2.00175,0.901989,1.09977,0.193579,0.277016,-1.94274
0.386508,2.00175,0.893092,1.10866,0.153235,0.297349,-1.29209
0.387008,2.20175,0.887835,1.31392,0.135111,0.300298,-0.626459
0.387508,2.20175,0.886275,1.31548,0.0923191,0.310348,0.0463021
0.388008,2.40175,0.888026,1.51373,0.07484,0.309343,0.584135
0.388508,2.40175,0.892738,1.50902,0.031599,0.311486,1.12513
0.389008,2.60175,0.900424,1.70133,0.0154013,0.307513,1.66292
0.389508,2.60175,0.911039,1.69072,-0.0266079,0.301803,2.18988
0.390009,2.80175,0.924523,1.87723,-0.0409406,0.295314,2.70649
0.390509,2.80175,0.940792,1.86096,-0.0804651,0.282978,3.20022
0.391009,3.00175,0.959726,2.04203,-0.0926871,0.274934,3.67842
0.391509,3.00175,0.981212,2.02054,-0.128934,0.257298,4.12428
0.392009,3.20175,1.00508,2.19667,-0.139048,0.248521,4.55123
0.392509,3.20175,1.03121,2.17054,-0.17158,0.226781,4.93874
0.393009,3.40175,1.0594,2.34235,-0.179753,0.217892,5.30543
0.393509,3.40175,1.0895,2.31226,-0.208383,0.193048,5.62751
0.394009,3.60175,1.12129,2.48047,-0.214863,0.184466,5.92795
0.394509,3.60175,1.15461,2.44714,-0.239555,0.157311,6.18014
0.395009,3.80175,1.18925,2.61251,-0.244615,0.149276,6.41055
0.395509,3.80175,1.22503,2.57673,-0.265404,0.120414,6.59023
0.39601,4.00175,1.26171,2.74004,-0.269299,0.11302,6.7484
0.39651,4.00175,1.29915,2.7026,-0.286233,0.0829009,6.85416
0.39701,4.20175,1.33708,2.86467,-0.289169,0.0761262,6.93884
0.39751,4.20175,1.37536,2.82639,-0.302266,0.0450825,6.97001
0.39801,4.40175,1.41372,2.98803,-0.30438,0.0388277,6.98048
0.39851,4.40175,1.45202,2.94973,-0.313598,0.00711499,6.93674
0.39901,4.60175,1.49,3.11176,-0.314946,0.00122902,6.87255
0.39951,4.60175,1.52749,3.07426,-0.320161,-0.0309293,6.75378
0.40001,4.80175,1.56425,-3.04568,-0.320708,-0.0366171,6.61459
0.40051,4.80175,1.60012,-3.08155,-0.321705,-0.0689887,6.42078
0.40101,5.00175,1.63484,-2.91627,-0.321315,-0.074642,6.20637
0.40151,5.00175,1.66825,-2.94969,-0.317784,-0.106938,5.9377
0.402011,5.20175,1.70011,-2.78154,-0.316216,-0.112682,5.64814
0.402511,5.20175,1.73025,-2.81168,-0.30776,-0.144504,5.30524
0.403011,5.40175,1.75841,-2.63985,-0.30467,-0.150387,4.94118
0.403511,5.40175,1.78446,-2.66589,-0.290827,-0.181175,4.52556
0.404011,5.60175,1.80814,-2.48957,-0.285776,-0.187124,4.08878
0.404511,5.60175,1.82931,-2.51074,-0.266066,-0.216096,3.60343
0.405011,5.80175,1.84772,-2.32915,-0.258551,-0.22187,3.09755
0.405511,5.80175,1.86325,-2.34468,-0.232556,-0.247963,2.54779
0.406011,6.00175,1.87568,-2.15712,-0.222065,-0.2531,1.97918
0.406511,6.00175,1.88491,-2.16634,-0.189546,-0.274938,1.37369
0.407011,6.20175,1.89074,-1.97217,-0.175648,-0.278717,0.752616
0.407511,6.20175,1.89309,-1.97453,-0.136713,-0.294612,0.104514
0.408012,0.118567,1.89213,-1.77356,-0.119281,-0.296525,-0.429488
0.408512,0.118567,1.88832,-1.76975,-0.0749305,-0.305688,-0.953675
0.409012,0.318567,1.8816,-1.56304,-0.0545578,-0.304854,-1.48244
0.409512,0.318567,1.87198,-1.55341,-0.00639544,-0.30453,-2.01109
0.410012,0.518566,1.85946,-1.3409,0.0162143,-0.299164,-2.53398
0.410512,0.518566,1.84412,-1.32555,0.0659792,-0.287863,-3.03765
0.411012,0.718566,1.82605,-1.10749,0.0895865,-0.277171,-3.52318
0.411512,0.718566,1.80542,-1.08685,0.138014,-0.254212,-3.96888
0.412012,0.918566,1.78243,-0.863859,0.160877,-0.237886,-4.38307
0.412512,0.918566,1.7573,-0.838737,0.2045,-0.203593,-4.73703
0.413012,1.11857,1.73038,-0.611809,0.224556,-0.182021,-5.04651
0.413512,1.11857,1.70194,-0.583371,0.259799,-0.137972,-5.27782
0.414013,1.31857,1.6724,-0.353836,0.275009,-0.112375,-5.45388
0.414513,1.31857,1.64213,-0.323559,0.298764,-0.0614289,-5.53863
0.415013,1.51857,1.61158,-0.0930161,0.307532,-0.0337865,-5.56133
0.415513,1.51857,1.58116,-0.062592,0.317748,0.020207,-5.48638
0.416013,1.71857,1.55135,0.167217,0.319292,0.0474612,-5.34776
0.416513,1.71857,1.52254,0.196024,0.315379,0.10024,-5.11293
0.417013,1.91857,1.49522,0.423343,0.309915,0.124682,-4.81833
0.417513,1.91857,1.46974,0.448825,0.29282,0.172269,-4.43644
0.418013,2.11857,1.44653,0.672035,0.281478,0.191958,-4.00346
0.418513,2.11857,1.42588,0.692685,0.253411,0.231279,-3.49806
0.419013,2.31857,1.40815,0.91042,0.23793,0.245082,-2.95351
0.419513,2.31857,1.39354,0.925029,0.201855,0.274308,-2.35511
0.420014,2.51857,1.38232,1.13625,0.18418,0.281987,-1.73086
0.420514,2.51857,1.37461,1.14396,0.143238,0.300566,-1.07256
0.421014,2.71857,1.37057,1.34799,0.125157,0.302648,-0.401344
0.421514,2.71857,1.37019,1.34837,0.0821883,0.311227,0.224638
0.422014,2.91857,1.37293,1.54564,0.0648649,0.309819,0.763917
0.422514,2.91857,1.37863,1.53994,0.0217202,0.310606,1.30407
0.423014,3.11857,1.3873,1.73127,0.00580199,0.30615,1.83973
0.423514,3.11857,1.39887,1.7197,-0.035868,0.29925,2.36238
0.424014,3.31857,1.41329,1.90528,-0.0498596,0.292439,2.87369
0.424514,3.31857,1.43046,1.88811,-0.0888844,0.279135,3.36038
0.425014,3.51857,1.45025,2.06832,-0.100752,0.270918,3.83085
0.425514,3.51857,1.47255,2.04602,-0.136404,0.252525,4.26767
0.426015,3.71857,1.49719,2.22138,-0.146182,0.243693,4.68516
0.426515,3.71857,1.52402,2.19455,-0.178075,0.221376,5.06223
0.427015,3.91857,1.55286,2.36571,-0.185949,0.212514,5.41829
0.427515,3.91857,1.58354,2.33503,-0.213926,0.187238,5.72904
0.428015,4.11857,1.61586,2.50271,-0.220152,0.178735,6.01809
0.428515,4.11857,1.64965,2.46892,-0.244193,0.151261,6.2584
0.429015,4.31857,1.68468,2.63389,-0.249044,0.14333,6.47698
0.429515,4.31857,1.72079,2.59777,-0.269191,0.114234,6.64448
0.430015,4.51857,1.75775,2.76082,-0.272914,0.106946,6.79056
0.430515,4.51857,1.79538,2.72319,-0.289213,0.0766548,6.884
0.431015,4.71857,1.83344,2.88513,-0.292005,0.0699752,6.95643
0.431515,4.71857,1.87178,2.84679,-0.304465,0.0388055,6.97521
0.432016,4.91857,1.91014,3.00843,-0.306451,0.0326224,6.97335
0.432516,4.91857,1.94836,2.9702,-0.315017,0.000822059,6.91721
0.433016,5.11857,1.98619,3.13237,-0.316238,-0.00501833,6.84062
0.433516,5.11857,2.02348,3.09509,-0.320773,-0.0372283,6.70943
0.434016,5.31857,2.05996,-3.02458,-0.321176,-0.0428989,6.5578
0.434516,5.31857,2.09548,-3.0601,-0.321449,-0.0752793,6.35158
0.435016,5.51857,2.12979,-2.89441,-0.320883,-0.0809399,6.12472
0.435516,5.51857,2.16272,-2.92734,-0.316568,-0.113188,5.84371
0.436016,5.71857,2.19402,-2.75864,-0.314775,-0.118954,5.54176
0.436516,5.71857,2.22354,-2.78816,-0.305461,-0.150649,5.1867
0.437016,5.91857,2.25102,-2.61564,-0.302079,-0.156551,4.81045
0.437516,5.91857,2.27632,-2.64094,-0.287299,-0.1871,4.38304
0.438017,6.11857,2.29917,-2.46379,-0.281877,-0.193041,3.93452
0.438517,6.11857,2.31946,-2.48408,-0.261155,-0.221618,3.43808
0.439017,0.0353794,2.33694,-2.30156,-0.253182,-0.227325,2.92129
0.439517,0.0353794,2.35147,-2.31609,-0.226119,-0.252819,2.36161
0.440017,0.235379,2.36285,-2.12748,-0.21509,-0.257788,1.7835
0.440517,0.235379,2.37098,-2.1356,-0.181491,-0.278768,1.16992
0.441017,0.435379,2.37567,-1.94029,-0.167003,-0.282234,0.541494
0.441517,0.435379,2.37685,-1.94148,-0.127056,-0.296989,-0.0882794
0.442017,0.635379,2.37494,-1.73956,-0.109108,-0.298715,-0.60155
0.442517,0.635379,2.37018,-1.7348,-0.0640069,-0.306466,-1.12827
0.443017,0.835379,2.3625,-1.52712,-0.0432015,-0.304956,-1.65805
0.443517,0.835379,2.35191,-1.51654,0.00539919,-0.302898,-2.18472
0.444017,1.03538,2.33845,-1.30307,0.0282743,-0.296695,-2.7037
0.444518,1.03538,2.32219,-1.28681,0.0780391,-0.283491,-3.20012
0.445018,1.23538,2.30326,-1.06788,0.101656,-0.271873,-3.67623
0.445518,1.23538,2.28181,-1.04643,0.149538,-0.246987,-4.10907
0.446018,1.43538,2.25809,-0.822714,0.172083,-0.229745,-4.50817
0.446518,1.43538,2.23233,-0.796955,0.214563,-0.193694,-4.84386
0.447018,1.63538,2.20487,-0.569495,0.233952,-0.171351,-5.13307
0.447518,1.63538,2.17602,-0.540642,0.267489,-0.125932,-5.34155
0.448018,1.83538,2.1462,-0.310824,0.281726,-0.0998435,-5.49334
0.448518,1.83538,2.11578,-0.280401,0.303349,-0.0481082,-5.55226
0.449018,2.03538,2.08523,-0.0498497,0.310951,-0.0203546,-5.54849
0.449518,2.03538,2.05495,-0.0195677,0.318829,0.0337349,-5.44675
0.450018,2.23538,2.02543,0.20995,0.319173,0.0606845,-5.28161
0.450519,2.23538,1.99706,0.238321,0.312975,0.112862,-5.02125
0.451019,2.43538,1.97031,0.465067,0.306441,0.136633,-4.70225
0.451519,2.43538,1.94554,0.489845,0.287351,0.183034,-4.29807
0.452019,2.63538,1.92314,0.712235,0.275194,0.201803,-3.84459
0.452519,2.63538,1.90342,0.73196,0.245588,0.239545,-3.32159
0.453019,2.83538,1.8867,0.948681,0.22961,0.252329,-2.76159
0.453519,2.83538,1.87318,0.962196,0.192516,0.2798,-2.15099
0.454019,3.03538,1.86311,1.17227,0.174658,0.2865,-1.51674
0.454519,3.03538,1.8566,1.17878,0.1332,0.303343,-0.851688
0.455019,3.23538,1.8538,1.38158,0.115199,0.30459,-0.175716
0.455519,3.23538,1.85451,1.38087,0.0720891,0.311873,0.402813
0.456019,3.43538,1.85823,1.57715,0.0549465,0.309985,0.943028
0.45652,3.43538,1.86491,1.57047,0.0119438,0.30943,1.48174
0.45702,3.63538,1.87455,1.76083,-0.00368209,0.304517,2.01471
0.45752,3.63538,1.88707,1.74831,-0.0449824,0.296464,2.53256
0.45802,3.83538,1.90241,1.93297,-0.058629,0.289359,3.03813
0.45852,3.83538,1.92047,1.91491,-0.0971359,0.275126,3.51742
0.45902,4.03538,1.9411,2.09428,-0.108649,0.266758,3.97986
0.45952,4.03538,1.96419,2.07119,-0.1437,0.247641,4.40738
0.46002,4.23538,1.98957,2.24581,-0.153147,0.238769,4.81521
0.46052,4.23538,2.0171,2.21828,-0.184399,0.215902,5.18169
0.46102,4.43538,2.04656,2.38882,-0.191981,0.207079,5.52699
0.46152,4.43538,2.07781,2.35757,-0.219306,0.181392,5.82632
0.46202,4.63538,2.11063,2.52475,-0.225286,0.172973,6.10391
0.462521,4.63538,2.14486,2.49052,-0.24868,0.145195,6.33232
0.463021,4.83538,2.18026,2.65512,-0.253328,0.137369,6.53902
0.463521,4.83538,2.21668,2.6187,-0.272837,0.108049,6.69434
0.464021,5.03538,2.25387,2.78151,-0.276395,0.100867,6.8283
0.464521,5.03538,2.29168,2.7437,-0.29206,0.0704109,6.90943
0.465021,5.23538,2.32985,2.90553,-0.294712,0.0638229,6.96962
0.465521,5.23538,2.36822,2.86716,-0.306534,0.0325328,6.97603
0.466021,5.43538,2.40655,3.02883,-0.308393,0.026418,6.96184
0.466521,5.43538,2.44467,2.9907,-0.316305,-0.0054657,6.89329
0.467021,5.63538,2.48234,-3.13015,-0.317397,-0.011266,6.80431
0.467521,5.63538,2.51939,3.11599,-0.321245,-0.0435216,6.66071
0.468021,5.83538,2.55557,-3.00338,-0.321502,-0.0491801,6.49665
0.468522,5.83538,2.59072,-3.03853,-0.321041,-0.0815621,6.27805
0.469022,6.03538,2.62459,-2.87239,-0.320293,-0.0872339,6.03875
0.469522,6.03538,2.65701,-2.90482,-0.315182,-0.119423,5.74543
0.470022,6.23538,2.68774,-2.73555,-0.313154,-0.125211,5.43111
0.470522,6.23538,2.71662,-2.76442,-0.30297,-0.156763,5.06394
0.471022,0.152192,2.74339,-2.5912,-0.299284,-0.162682,4.67557
0.471522,0.152192,2.76791,-2.61572,-0.283555,-0.192969,4.23646
0.472022,0.352192,2.78994,-2.43774,-0.277747,-0.198896,3.77632
0.472522,0.352192,2.80932,-2.45713,-0.256001,-0.227048,3.26895
0.473022,0.552192,2.82584,-2.27364,-0.247557,-0.232674,2.74145
0.473522,0.552192,2.83935,-2.28716,-0.219419,-0.257529,2.17211
0.474022,0.752192,2.84967,-2.09748,-0.207843,-0.26231,1.5848
0.474523,0.752192,2.85667,-2.10448,-0.173167,-0.282385,0.963517
0.475023,0.952192,2.86021,-1.90802,-0.158082,-0.28551,0.328181
0.475523,0.952192,2.8603,-1.90811,-0.117168,-0.299216,-0.257377
0.476023,1.15219,2.85745,-1.70525,-0.0987146,-0.300614,-0.774914
0.476523,1.15219,2.85172,-1.69953,-0.0529061,-0.306876,-1.30349
0.477023,1.35219,2.84307,-1.49088,-0.0316892,-0.304658,-1.83354
0.477523,1.35219,2.83153,-1.47934,0.0172861,-0.300829,-2.3574
0.478023,1.55219,2.81713,-1.26494,0.0403902,-0.29377,-2.87158
0.478523,1.55219,2.79997,-1.24778,0.090071,-0.278647,-3.35984
0.479023,1.75219,2.78019,-1.028,0.113647,-0.266096,-3.82557
0.479523,1.75219,2.75796,-1.00577,0.160886,-0.239296,-4.24462
0.480023,1.95219,2.73354,-0.781346,0.183056,-0.221153,-4.62772
0.480524,1.95219,2.70717,-0.75498,0.224294,-0.183394,-4.94429
0.481024,2.15219,2.67922,-0.527026,0.242961,-0.160316,-5.21248
0.481524,2.15219,2.64999,-0.497802,0.274709,-0.113611,-5.3975
0.482024,2.35219,2.61994,-0.267745,0.287932,-0.0870879,-5.52451
0.482524,2.35219,2.58942,-0.237226,0.307372,-0.0346731,-5.55729
0.483024,2.55219,2.55892,-0.00672507,0.31379,-0.00687977,-5.52688
0.483524,2.55219,2.52883,0.0233634,0.319322,0.0471853,-5.39841
0.484024,2.75219,2.49965,0.252541,0.318475,0.0737636,-5.20697
0.484524,2.75219,2.47176,0.280432,0.310027,0.125232,-4.92149
0.485024,2.95219,2.44563,0.506563,0.302456,0.148282,-4.57863
0.485524,2.95219,2.42159,0.530603,0.281439,0.19342,-4.15286
0.486024,3.15219,2.40005,0.752142,0.268517,0.211244,-3.67966
0.486525,3.15219,2.38128,0.770911,0.237453,0.247363,-3.13991
0.487025,3.35219,2.3656,0.986593,0.221032,0.259126,-2.56535
0.487525,3.35219,2.35319,0.998998,0.183005,0.284834,-1.94346
0.488025,3.55219,2.34429,1.2079,0.165013,0.290573,-1.30011
0.488525,3.55219,2.33899,1.2132,0.123115,0.305697,-0.629159
0.489025,3.75219,2.33742,1.41477,0.105228,0.306146,0.0409392
0.489525,3.75219,2.33914,1.41305,0.0620089,0.312246,0.580955
0.490025,3.95219,2.34384,1.60835,0.0450687,0.309842,1.12151
0.490525,3.95219,2.3515,1.60069,0.00225055,0.307966,1.6582
0.491025,4.15219,2.3621,1.7901,-0.013071,0.302623,2.18792
0.491525,4.15219,2.37556,1.77663,-0.0539723,0.293453,2.7005
0.492025,4.35219,2.39181,1.96039,-0.0672701,0.286078,3.1999
0.492526,4.35219,2.41073,1.94146,-0.105241,0.270951,3.67143
0.493026,4.55219,2.43219,2.12,-0.116404,0.262452,4.12553
0.493526,4.55219,2.45606,2.09613,-0.150843,0.242641,4.5435
0.494026,4.75219,2.48216,2.27003,-0.159965,0.233744,4.94145
0.494526,4.75219,2.51035,2.24184,-0.190572,0.210352,5.29718
0.495026,4.95219,2.54042,2.41178,-0.19787,0.201575,5.63157
0.495526,4.95219,2.57221,2.37998,-0.224543,0.175496,5.91938
0.496026,5.15219,2.60551,2.54668,-0.230285,0.167166,6.18542
0.496526,5.15219,2.64016,2.51203,-0.253032,0.139099,6.40184
0.497026,5.35219,2.67591,2.67628,-0.257485,0.131379,6.59661
0.497526,5.35219,2.71262,2.63958,-0.276355,0.101845,6.73971
0.498026,5.55219,2.75002,2.80217,-0.279752,0.0947666,6.86152
0.498527,5.55219,2.78798,2.76421,-0.294782,0.0641529,6.9303
0.499027,5.75219,2.82623,2.92596,-0.297298,0.0576523,6.97821
0.499527,5.75219,2.86462,2.88757,-0.308479,0.0262493,6.97222
0.500027,5.95219,2.9029,3.04929,-0.310211,0.0201988,6.94568
0.500527,5.95219,2.9409,3.01129,-0.317463,-0.0117618,6.86471
0.501027,6.15219,2.97838,-3.10937,-0.318424,-0.0175273,6.76332
0.501527,6.15219,3.01517,3.13702,-0.321578,-0.0498229,6.6073
0.502027,0.069005,3.05102,-2.98201,-0.321683,-0.0554747,6.43079
0.502527,0.069005,3.08577,-3.01677,-0.320478,-0.0878501,6.19978
0.503027,0.269005,3.11917,-2.85017,-0.319539,-0.0935366,5.94803
0.503527,0.269005,3.15107,-2.88206,-0.313619,-0.125656,5.6424
0.504027,0.469005,3.18119,-2.71218,-0.311344,-0.131469,5.31573
0.504528,0.469005,3.2094,-2.74039,-0.300275,-0.162861,4.93647
0.505028,0.669005,3.23544,-2.56643,-0.296271,-0.168795,4.536
0.505528,0.669005,3.25916,-2.59015,-0.279575,-0.198796,4.08527
0.506028,0.869005,3.28032,-2.41131,-0.273366,-0.204701,3.61359
0.506528,0.869005,3.29878,-2.42977,-0.250582,-0.232395,3.09543
0.507028,1.06901,3.31431,-2.24531,-0.241651,-0.237926,2.5574
0.507528,1.06901,3.32678,-2.25778,-0.21243,-0.2621,1.97864
0.508028,1.26901,3.336,-2.06699,-0.200289,-0.266672,1.38242
0.508528,1.26901,3.34187,-2.07286,-0.16454,-0.28579,0.753814
0.509028,1.46901,3.34423,-1.87523,-0.148853,-0.288544,0.112015
0.509528,1.46901,3.3433,-1.87429,-0.107018,-0.301251,-0.428449
0.510028,1.66901,3.33949,-1.67049,-0.0880674,-0.3022,-0.949738
0.510529,1.66901,3.3328,-1.6638,-0.0415955,-0.306906,-1.47948
0.511029,1.86901,3.32319,-1.45419,-0.0199905,-0.303946,-2.009
0.511529,1.86901,3.31069,-1.44169,0.0292926,-0.298308,-2.52919
0.512029,2.06901,3.29537,-1.22636,0.0525871,-0.29037,-3.03766
0.512529,2.06901,3.27731,-1.20831,0.102096,-0.273311,-3.51679
0.513029,2.26901,3.2567,-0.987694,0.125579,-0.259821,-3.97117
0.513529,2.26901,3.23371,-0.964704,0.172073,-0.231119,-4.37545
0.514029,2.46901,3.20861,-0.739609,0.193809,-0.212088,-4.74161
0.514529,2.46901,3.18168,-0.712672,0.233703,-0.17267,-5.03818
0.515029,2.66901,3.15327,-0.484262,0.251591,-0.148895,-5.28453
0.515529,2.66901,3.12371,-0.454707,0.281465,-0.10099,-5.44545
0.516029,2.86901,3.09346,-0.224456,0.293631,-0.0740915,-5.54714
0.51653,2.86901,3.06288,-0.193878,0.310835,-0.021107,-5.55343
0.51703,3.06901,3.03248,0.0365248,0.316052,0.00665949,-5.49617
0.51753,3.06901,3.00263,0.066371,0.319226,0.0605824,-5.34099
0.51803,3.26901,2.97385,0.295161,0.3172,0.0867236,-5.1234
0.51853,3.26901,2.94648,0.322523,0.306532,0.137378,-4.81318
0.51903,3.46901,2.92101,0.547994,0.29796,0.159657,-4.44696
0.51953,3.46901,2.89775,0.571251,0.275078,0.20345,-4.00024
0.52003,3.66901,2.87711,0.791896,0.261439,0.220301,-3.50806
0.52053,3.66901,2.85933,0.809677,0.229,0.254753,-2.95238
0.52103,3.86901,2.84472,1.02429,0.212187,0.265492,-2.3641
0.52153,3.86901,2.83345,1.03556,0.17331,0.289425,-1.73179
0.52203,4.06901,2.82573,1.24327,0.155229,0.29422,-1.0802
0.52253,4.06901,2.82166,1.24735,0.112964,0.307642,-0.404188
0.523031,4.26901,2.82127,1.44774,0.0952079,0.307457,0.219128
0.523531,4.26901,2.82397,1.44504,0.0519261,0.312318,0.759935
0.524031,4.46901,2.82965,1.63935,0.0352106,0.309387,1.30022
0.524531,4.46901,2.83829,1.63071,-0.00738059,0.306214,1.83428
0.525031,4.669,2.84984,1.81916,-0.022386,0.300464,2.3602
0.525531,4.669,2.86424,1.80476,-0.0628596,0.290211,2.86702
0.526031,4.869,2.88138,1.98762,-0.0758048,0.282591,3.35983
0.526531,4.869,2.90116,1.96784,-0.113223,0.2666,3.82322
0.527031,5.069,2.92343,2.14557,-0.124037,0.25799,4.26865
0.527531,5.069,2.94806,2.12094,-0.157854,0.237512,4.6768
0.528031,5.269,2.97487,2.29414,-0.166657,0.228604,5.06464
0.528531,5.269,3.0037,2.2653,-0.196614,0.204707,5.40941
0.529032,5.469,3.03436,2.43465,-0.203635,0.195985,5.73271
0.529532,5.469,3.06667,2.40233,-0.229654,0.169532,6.00885
0.530032,5.669,3.10043,2.56857,-0.235164,0.161295,6.2632
0.530532,5.669,3.13547,2.53353,-0.257264,0.13295,6.46754
0.531032,5.869,3.17155,2.69745,-0.261526,0.125336,6.65027
0.531532,5.869,3.20852,2.66048,-0.279756,0.0955986,6.78106
0.532032,6.069,3.24612,2.82288,-0.282997,0.0886217,6.89063
0.532532,6.069,3.2842,2.7848,-0.297389,0.0578573,6.947
0.533032,6.269,3.32251,2.94649,-0.29977,0.0514406,6.98255
0.533532,6.269,3.36089,2.90811,-0.310304,0.0199281,6.96409
0.534032,0.185818,3.39909,3.06992,-0.31191,0.0139357,6.92511
0.534532,0.185818,3.43694,3.03206,-0.318493,-0.0180978,6.83165
0.535033,0.385818,3.4742,-3.08838,-0.31932,-0.0238337,6.71777
0.535533,0.385818,3.51071,-3.12489,-0.321769,-0.0561629,6.54926
0.536033,0.585818,3.54621,-2.96039,-0.321716,-0.0618121,6.36021
0.536533,0.585818,3.58054,-2.99472,-0.319751,-0.094172,6.11673
0.537033,0.785818,3.61345,-2.82763,-0.318613,-0.0998761,5.85246
0.537533,0.785818,3.64478,-2.85896,-0.311866,-0.131912,5.53447
0.538033,0.985818,3.67428,-2.68846,-0.309333,-0.13775,5.19538
0.538533,0.985818,3.70179,-2.71597,-0.297358,-0.168962,4.80402
0.539033,1.18582,3.72707,-2.54125,-0.293021,-0.174907,4.39146
0.539533,1.18582,3.74996,-2.56414,-0.27534,-0.204595,3.92914
0.540033,1.38582,3.77023,-2.38441,-0.268712,-0.210468,3.44599
0.540533,1.38582,3.78774,-2.40192,-0.244873,-0.23767,2.91716
0.541034,1.58582,3.80226,-2.21644,-0.235438,-0.243089,2.36875
0.541534,1.58582,3.81367,-2.22785,-0.205124,-0.266535,1.78081
0.542034,1.78582,3.82179,-2.03597,-0.192411,-0.270869,1.17598
0.542534,1.78582,3.82651,-2.04069,-0.155594,-0.288972,0.54044
0.543034,1.98582,3.82769,-1.84187,-0.139302,-0.291345,-0.0841648
0.543534,1.98582,3.8258,-1.83998,-0.0965966,-0.303037,-0.601359
0.544034,2.18582,3.82103,-1.63522,-0.0771595,-0.303453,-1.12581
0.544534,2.18582,3.81337,-1.62755,-0.0300714,-0.306539,-1.65599
0.545034,2.38582,3.8028,-1.41698,-0.00810307,-0.302808,-2.18416
0.545534,2.38582,3.78935,-1.40353,0.0414171,-0.295319,-2.69979
0.546034,2.58582,3.7731,-1.18728,0.0648608,-0.286483,-3.20161
0.546534,2.58582,3.75417,-1.16835,0.114107,-0.267469,-3.67062
0.547035,2.78582,3.73274,-0.946923,0.137441,-0.253035,-4.11265
0.547535,2.78582,3.70901,-0.923195,0.183086,-0.222447,-4.50117
0.548035,2.98582,3.68328,-0.697459,0.204325,-0.202547,-4.84942
0.548535,2.98582,3.6558,-0.669985,0.242772,-0.161523,-5.12512
0.549035,3.18582,3.62698,-0.441158,0.259823,-0.137094,-5.34883
0.549535,3.18582,3.59714,-0.411318,0.287739,-0.0880789,-5.48497
0.550035,3.38582,3.56674,-0.180922,0.298809,-0.0608665,-5.56082
0.550535,3.38582,3.53616,-0.150342,0.313727,-0.00742707,-5.54031
0.551035,3.58582,3.5059,0.0799136,0.317729,0.0202403,-5.45605
0.551535,3.58582,3.47635,0.109465,0.318539,0.0739015,-5.27421
0.552035,3.78582,3.44801,0.337812,0.315349,0.0995396,-5.0307
0.552535,3.78582,3.42122,0.364597,0.302496,0.149273,-4.69613
0.553036,3.98582,3.39646,0.589359,0.292961,0.170733,-4.3071
0.553536,3.98582,3.37403,0.611789,0.268281,0.213106,-3.84011
0.554036,4.18582,3.35432,0.831499,0.253977,0.22896,-3.32971
0.554536,4.18582,3.33756,0.848254,0.220244,0.261706,-2.75895
0.555036,4.38582,3.32406,1.06176,0.203094,0.27142,-2.15782
0.555536,4.38582,3.31395,1.07186,0.163449,0.293572,-1.51598
0.556036,4.58582,3.30745,1.27837,0.145326,0.297442,-0.85701
0.556536,4.58582,3.30461,1.28121,0.102765,0.30918,-0.176767
0.557036,4.78582,3.30532,1.4805,0.0851444,0.308534,0.399066
0.557536,4.78582,3.30901,1.4768,0.0418555,0.31207,0.940276
0.558036,4.98582,3.31569,1.67013,0.0253866,0.308616,1.47965
0.558536,4.98582,3.3253,1.66052,-0.0169364,0.304172,2.01049
