# scenario=haptic-spring
t,theta,omega,theta_finger,tau_cmd,tau_ext,iq_ref,iq
2.03012,0.0889711,4.0993,0.141741,-0.0135369,0.015831,-0.17092,-0.165771
2.03112,0.092039,3.82693,0.146438,-0.0131762,0.0163196,-0.166366,-0.169917
2.03213,0.096641,4.03198,0.151134,-0.0138624,0.0163478,-0.175031,-0.16972
2.03313,0.099709,3.77729,0.155827,-0.0135371,0.0168355,-0.170923,-0.174334
2.03413,0.104311,3.99537,0.16052,-0.0142494,0.0168626,-0.179917,-0.174503
2.03513,0.107379,3.7503,0.165211,-0.0139433,0.0173496,-0.176052,-0.179389
2.03613,0.111981,3.97547,0.1699,-0.0146698,0.0173758,-0.185225,-0.179758
2.03713,0.115049,3.73563,0.174587,-0.0143742,0.0178616,-0.181492,-0.184792
2.03813,0.119651,3.96465,0.179274,-0.0151084,0.0178869,-0.190762,-0.18527
2.03914,0.124253,4.18107,0.183958,-0.0158173,0.0179114,-0.199714,-0.190366
2.04014,0.127321,3.88723,0.18864,-0.0154137,0.0183956,-0.194617,-0.19817
2.04114,0.131923,4.07644,0.19332,-0.0160682,0.0184193,-0.202882,-0.197687
2.04214,0.134991,3.81007,0.197999,-0.0157196,0.0189024,-0.19848,-0.201982
2.04314,0.139593,4.01955,0.202675,-0.0164146,0.0189247,-0.207256,-0.201907
2.04414,0.142661,3.76813,0.20735,-0.0160959,0.0194068,-0.203231,-0.206614
2.04514,0.147263,3.98862,0.212022,-0.016813,0.0194279,-0.212285,-0.206848
2.04614,0.15033,3.74532,0.216692,-0.0165105,0.0199085,-0.208465,-0.211785
2.04715,0.154932,3.9718,0.221361,-0.0172395,0.0199285,-0.217671,-0.212189
2.04815,0.158,3.73292,0.226027,-0.0169459,0.0204079,-0.213963,-0.217251
2.04915,0.162602,3.96266,0.23069,-0.0176815,0.0204263,-0.223251,-0.217746
2.05015,0.167204,4.13205,0.235352,-0.0182964,0.0204443,-0.231015,-0.225671
2.05115,0.170272,3.85108,0.240011,-0.0179185,0.0209216,-0.226244,-0.229837
2.05215,0.174874,4.04979,0.244668,-0.018592,0.020938,-0.234748,-0.229474
2.05315,0.177942,3.79042,0.249322,-0.0182574,0.0214141,-0.230522,-0.233957
2.05416,0.182544,4.00506,0.253974,-0.0189628,0.021429,-0.239429,-0.234025
2.05516,0.185612,3.75744,0.258623,-0.0186516,0.0219033,-0.2355,-0.238839
2.05616,0.190214,3.98074,0.263271,-0.0193743,0.0219169,-0.244625,-0.239151
2.05716,0.193282,3.73951,0.267915,-0.0190759,0.0223897,-0.240858,-0.244147
2.05816,0.197884,3.96751,0.272556,-0.0198081,0.0224016,-0.250102,-0.244591
2.05916,0.200952,3.72976,0.277195,-0.0195166,0.022873,-0.246422,-0.249685
2.06016,0.205554,3.96033,0.281831,-0.0202539,0.0228831,-0.255731,-0.250202
2.06117,0.208622,3.72446,0.286465,-0.0199662,0.0233529,-0.252099,-0.255349
2.06217,0.213224,3.95642,0.291095,-0.0207063,0.0233614,-0.261443,-0.255904
2.06317,0.216292,3.72158,0.295723,-0.0204207,0.0238292,-0.257837,-0.26108
2.06417,0.220894,3.95429,0.300348,-0.0211622,0.0238362,-0.2672,-0.261657
2.06517,0.225496,4.17344,0.304969,-0.0218766,0.023842,-0.27622,-0.266823
2.06617,0.228564,3.8816,0.309588,-0.021477,0.0243072,-0.271174,-0.274688
2.06717,0.233166,4.07228,0.314204,-0.0221345,0.0243114,-0.279476,-0.274241
2.06817,0.236234,3.80701,0.318816,-0.021788,0.0247747,-0.275102,-0.278567
2.06918,0.240836,4.01729,0.323425,-0.0224847,0.0247769,-0.283898,-0.278509
2.07018,0.243904,3.76646,0.328032,-0.0221671,0.0252385,-0.279888,-0.283232
2.07118,0.248506,3.98739,0.332635,-0.0228851,0.0252387,-0.288953,-0.283474
2.07218,0.251574,3.74441,0.337234,-0.0225832,0.0256982,-0.285142,-0.288419
2.07318,0.256175,3.97113,0.341831,-0.0233128,0.0256966,-0.294353,-0.288824
2.07418,0.259243,3.75923,0.346423,-0.0230731,0.026154,-0.291327,-0.28738
2.07518,0.262311,3.57618,0.351013,-0.022891,0.0266104,-0.289028,-0.291937
2.07619,0.266913,3.84708,0.355599,-0.023709,0.0266058,-0.299356,-0.293496
2.07719,0.269981,3.64096,0.360181,-0.0234808,0.02706,-0.296475,-0.299477
2.07819,0.274583,3.89485,0.36476,-0.0242647,0.0270531,-0.306372,-0.300648
2.07919,0.279185,4.1296,0.369336,-0.0250103,0.0270452,-0.315787,-0.306252
2.08019,0.282253,3.84928,0.373907,-0.0246337,0.0274963,-0.311032,-0.314445
2.08119,0.286855,4.04845,0.378475,-0.0253082,0.027486,-0.319548,-0.314234
2.08219,0.289923,3.78944,0.38304,-0.0249743,0.027935,-0.315332,-0.318737
2.0832,0.294525,4.00433,0.3876,-0.0256802,0.0279225,-0.324245,-0.318806
2.0842,0.297593,3.75691,0.392156,-0.0253694,0.028369,-0.320321,-0.323624
2.0852,0.300661,3.57447,0.39671,-0.0251886,0.0288146,-0.318038,-0.321145
2.0862,0.305263,3.84582,0.401258,-0.0260074,0.0287985,-0.328376,-0.32251
2.0872,0.308331,3.64003,0.405803,-0.0257799,0.0292415,-0.325504,-0.328488
2.0882,0.312933,3.89416,0.410344,-0.0265643,0.0292233,-0.335408,-0.329662
2.0892,0.316001,3.67567,0.41488,-0.0263114,0.0296639,-0.332215,-0.3353
2.0902,0.320603,3.92044,0.419414,-0.0270771,0.0296432,-0.341882,-0.336211
2.09121,0.323671,3.69505,0.423942,-0.0268103,0.0300813,-0.338514,-0.341653
2.09221,0.328273,3.93473,0.428466,-0.0275658,0.0300579,-0.348053,-0.342419
2.09321,0.331341,3.70559,0.432986,-0.0272916,0.0304937,-0.344591,-0.347755
2.09421,0.335943,3.9425,0.437502,-0.0280416,0.0304678,-0.35406,-0.348442
2.09521,0.339011,3.71132,0.442013,-0.0277633,0.0309007,-0.350546,-0.35372
2.09621,0.343613,3.94673,0.446521,-0.0285102,0.0308724,-0.359977,-0.354364
2.09721,0.346681,3.71443,0.451023,-0.0282297,0.0313027,-0.356436,-0.35961
2.09822,0.351283,3.94902,0.455521,-0.028975,0.0312715,-0.365846,-0.360231
2.09922,0.354351,3.71613,0.460015,-0.0286933,0.0316994,-0.362289,-0.36546
2.10022,0.358952,3.95027,0.464504,-0.0294377,0.0316655,-0.371688,-0.366067
2.10122,0.36202,3.71705,0.468988,-0.0291553,0.0320904,-0.368123,-0.371286
2.10222,0.366622,3.95095,0.473469,-0.0298992,0.0320539,-0.377516,-0.371886
2.10322,0.36969,3.71755,0.477944,-0.0296165,0.032476,-0.373946,-0.3771
2.10422,0.374292,3.95132,0.482414,-0.0303602,0.0324365,-0.383336,-0.377696
2.10523,0.37736,3.71782,0.48688,-0.0300773,0.0328559,-0.379763,-0.382907
2.10623,0.380428,3.4981,0.491341,-0.0298219,0.0332737,-0.376539,-0.383517
2.10723,0.38503,3.78951,0.495796,-0.0306808,0.0332299,-0.387384,-0.381451
2.10823,0.388098,3.59851,0.500248,-0.0304829,0.0336449,-0.384885,-0.387701
2.10923,0.3927,3.86355,0.504694,-0.0312891,0.0335981,-0.395064,-0.389167
2.11023,0.395768,3.6531,0.509135,-0.0310523,0.03401,-0.392074,-0.395029
2.11123,0.398836,3.49792,0.513571,-0.030926,0.0344206,-0.39048,-0.393316
2.11223,0.403438,3.78938,0.518002,-0.031785,0.0343693,-0.401326,-0.395243
2.11324,0.406506,3.59841,0.522428,-0.0315872,0.0347766,-0.398828,-0.401637
2.11424,0.411108,3.86348,0.526849,-0.0323934,0.0347223,-0.409008,-0.403113
2.11524,0.414176,3.70358,0.531264,-0.0322577,0.0351265,-0.407294,-0.401525
2.11624,0.417244,3.53515,0.535674,-0.0321049,0.0355292,-0.405365,-0.408033
2.11724,0.421846,3.81683,0.54008,-0.0329444,0.0354702,-0.415965,-0.409946
2.11824,0.424914,3.61865,0.544479,-0.0327321,0.0358696,-0.413284,-0.416152
2.11924,0.429516,3.8784,0.548874,-0.0335277,0.0358074,-0.42333,-0.417478
2.12025,0.432584,3.71458,0.553262,-0.0333842,0.0362036,-0.421518,-0.415778
2.12125,0.435652,3.54326,0.557646,-0.0332256,0.0365982,-0.419515,-0.422203
2.12225,0.440254,3.82281,0.562024,-0.0340608,0.036531,-0.430061,-0.424055
2.12325,0.443322,3.62306,0.566396,-0.0338454,0.0369223,-0.427341,-0.430216
2.12425,0.44639,3.42823,0.570762,-0.0336398,0.0373118,-0.424745,-0.431526
2.12525,0.450992,3.73799,0.575124,-0.0345355,0.0372396,-0.436054,-0.429973
2.12625,0.45406,3.56052,0.579479,-0.0343646,0.0376258,-0.433897,-0.436603
2.12725,0.458661,3.83553,0.583828,-0.0351908,0.03755,-0.444328,-0.438346
2.12826,0.461729,3.63244,0.588172,-0.0349687,0.0379329,-0.441523,-0.444413
2.12926,0.464797,3.43514,0.59251,-0.0347581,0.0383138,-0.438865,-0.445653
2.13026,0.469399,3.74309,0.596842,-0.0356501,0.0382328,-0.450128,-0.444046
2.13126,0.472467,3.56428,0.601169,-0.0354766,0.0386104,-0.447937,-0.450638
2.13226,0.477069,3.83831,0.605489,-0.0363008,0.0385258,-0.458343,-0.452351
2.13326,0.480137,3.63449,0.609803,-0.0360772,0.0388996,-0.45552,-0.458397
2.13426,0.483205,3.46187,0.614111,-0.0359161,0.0392718,-0.453486,-0.456977
2.13527,0.487807,3.7628,0.618413,-0.036794,0.0391818,-0.464571,-0.45841
2.13627,0.490875,3.57881,0.622709,-0.0366101,0.0395502,-0.462249,-0.464963
2.13727,0.493943,3.3956,0.626999,-0.0364278,0.0399169,-0.459947,-0.466595
2.13827,0.498545,3.71393,0.631283,-0.0373406,0.0398213,-0.471472,-0.465278
2.13927,0.501613,3.54278,0.63556,-0.0371823,0.0401841,-0.469474,-0.472086
2.14027,0.506215,3.82245,0.639832,-0.0380178,0.040085,-0.480023,-0.473955
2.14127,0.509283,3.67333,0.644096,-0.0379036,0.0404439,-0.478581,-0.472663
2.14228,0.512351,3.51284,0.648354,-0.0377667,0.040801,-0.476853,-0.479393
2.14328,0.516953,3.80038,0.652607,-0.0386179,0.0406961,-0.4876,-0.481463
2.14428,0.520021,3.65706,0.656852,-0.0385154,0.0410493,-0.486305,-0.480332
2.14528,0.523089,3.50084,0.661091,-0.038387,0.0414006,-0.484684,-0.487183
2.14628,0.526157,3.33811,0.665324,-0.0382456,0.0417501,-0.482899,-0.489362
2.14728,0.530759,3.67154,0.669549,-0.0391886,0.0416372,-0.494806,-0.488467
2.14828,0.533827,3.51152,0.673769,-0.0390526,0.0419827,-0.493089,-0.495588
2.14928,0.536895,3.39353,0.677982,-0.0390007,0.042326,-0.492434,-0.494904
2.15029,0.541497,3.7124,0.682187,-0.0399146,0.0422072,-0.503972,-0.497593
2.15129,0.544565,3.56846,0.686387,-0.0398108,0.0425466,-0.502662,-0.498031
2.15229,0.547633,3.43551,0.690579,-0.039729,0.0428839,-0.501629,-0.503998
2.15329,0.552235,3.74336,0.694764,-0.0406208,0.0427589,-0.512889,-0.506576
2.15429,0.555303,3.61501,0.698943,-0.0405482,0.0430922,-0.511972,-0.505861
2.15529,0.558371,3.46984,0.703115,-0.0404419,0.0434233,-0.51063,-0.513022
2.15629,0.561439,3.34047,0.707279,-0.0403672,0.0437523,-0.509687,-0.512785
2.1573,0.56604,3.67328,0.711438,-0.041309,0.0436192,-0.521578,-0.515109
2.1583,0.569108,3.53961,0.715588,-0.0412257,0.0439439,-0.520527,-0.515801
2.1593,0.572176,3.41424,0.719732,-0.0411591,0.0442666,-0.519685,-0.521979
2.1603,0.575244,3.27425,0.723869,-0.0410632,0.0445873,-0.518474,-0.524736
2.1613,0.579846,3.62446,0.727998,-0.0420397,0.0444454,-0.530804,-0.524303
2.1623,0.582914,3.4768,0.73212,-0.0419285,0.0447616,-0.5294,-0.531772
2.1633,0.585982,3.36793,0.736235,-0.0418948,0.0450758,-0.528975,-0.531341
2.16431,0.590584,3.69353,0.740342,-0.0428221,0.0449275,-0.540683,-0.534215
2.16531,0.593652,3.57827,0.744443,-0.0427757,0.0452371,-0.540097,-0.533853
2.16631,0.59672,3.44275,0.748536,-0.0426887,0.0455447,-0.538999,-0.541285
2.16731,0.599788,3.32049,0.752621,-0.0426283,0.0458499,-0.538236,-0.541245
2.16831,0.60439,3.65855,0.756699,-0.0435805,0.0456927,-0.550259,-0.543713
2.16931,0.607458,3.55248,0.76077,-0.0435524,0.0459936,-0.549904,-0.543575
2.17031,0.610526,3.42373,0.764833,-0.043479,0.0462921,-0.548977,-0.551195
2.17131,0.613594,3.3288,0.768888,-0.0434732,0.0465883,-0.548904,-0.551134
2.17232,0.616662,3.21125,0.772937,-0.0434222,0.0468824,-0.54826,-0.554319
2.17332,0.621264,3.578,0.776977,-0.0444318,0.0467138,-0.561008,-0.554336
2.17432,0.624332,3.46935,0.781009,-0.0443986,0.0470031,-0.560589,-0.555622
2.17532,0.6274,3.36244,0.785034,-0.0443689,0.0472903,-0.560213,-0.562311
2.17632,0.630468,3.26127,0.789051,-0.0443506,0.047575,-0.559983,-0.562802
2.17732,0.633536,3.16146,0.793061,-0.0443351,0.0478575,-0.559786,-0.56573
2.17832,0.638138,3.54129,0.797062,-0.0453708,0.0476772,-0.572864,-0.566077
2.17933,0.641206,3.44228,0.801055,-0.0453569,0.0479548,-0.572688,-0.567631
2.18033,0.644274,3.34248,0.805041,-0.0453414,0.0482302,-0.572492,-0.574519
2.18133,0.647342,3.26888,0.809018,-0.0453783,0.048503,-0.572958,-0.574997
2.18233,0.65041,3.16707,0.812988,-0.0453587,0.0487735,-0.572711,-0.578619
2.18333,0.655012,3.54543,0.81695,-0.0463915,0.0485815,-0.585752,-0.578959
2.18433,0.65808,3.46906,0.820903,-0.0464229,0.0488471,-0.586148,-0.579547
2.18533,0.661148,3.36222,0.824848,-0.0463933,0.0491102,-0.585774,-0.587776
2.18634,0.664216,3.28344,0.828786,-0.0464198,0.0493711,-0.586109,-0.588167
2.18734,0.667283,3.20303,0.832715,-0.0464431,0.0496294,-0.586402,-0.589038
2.18834,0.670351,3.11851,0.836635,-0.0464581,0.0498851,-0.586592,-0.592383
2.18934,0.674953,3.50962,0.840548,-0.0475164,0.0496784,-0.599955,-0.593043
2.19034,0.678021,3.44266,0.844452,-0.0475666,0.0499292,-0.600588,-0.593892
2.19134,0.681089,3.36956,0.848348,-0.0476045,0.0501775,-0.601067,-0.595788
2.19234,0.684157,3.28886,0.852235,-0.0476272,0.0504234,-0.601353,-0.603193
2.19334,0.687225,3.22935,0.856114,-0.0476922,0.0506667,-0.602174,-0.604062
2.19435,0.690293,3.16314,0.859984,-0.0477439,0.0509073,-0.602827,-0.605329
2.19535,0.693361,3.11432,0.863847,-0.0478303,0.0511457,-0.603918,-0.60632
2.19635,0.696429,3.0531,0.8677,-0.047892,0.0513812,-0.604696,-0.610283
2.19735,0.701031,3.46139,0.871545,-0.0489847,0.0511541,-0.618493,-0.611422
2.19835,0.704099,3.4071,0.875381,-0.0490602,0.0513847,-0.619446,-0.612626
2.19935,0.707167,3.34334,0.879209,-0.0491167,0.0516125,-0.62016,-0.614784
2.20035,0.710235,3.29633,0.883027,-0.0492068,0.0518377,-0.621297,-0.615851
2.20136,0.713303,3.23485,0.886838,-0.0492679,0.0520604,-0.622069,-0.623736
2.20236,0.716371,3.18953,0.890639,-0.0493613,0.0522804,-0.623249,-0.624999
2.20336,0.719439,3.13378,0.894431,-0.0494339,0.0524977,-0.624165,-0.626557
2.20436,0.722507,3.09267,0.898215,-0.0495358,0.0527125,-0.625452,-0.627763
2.20536,0.725575,3.03714,0.90199,-0.0496088,0.0529245,-0.626373,-0.631884
2.20636,0.728643,2.9962,0.905756,-0.049711,0.053134,-0.627664,-0.633173
2.20736,0.733245,3.41943,0.909513,-0.0508335,0.0528804,-0.641838,-0.634619
2.20836,0.736313,3.37616,0.913261,-0.0509311,0.0530843,-0.643069,-0.636122
2.20937,0.739381,3.34426,0.917,-0.0510514,0.0532857,-0.644588,-0.637569
2.21037,0.742449,3.32073,0.920729,-0.0511884,0.0534842,-0.646318,-0.639232
2.21137,0.745517,3.27965,0.92445,-0.0512903,0.0536799,-0.647605,-0.642004
2.21237,0.748585,3.24937,0.928162,-0.0514138,0.0538731,-0.649164,-0.643538
2.21337,0.751653,3.22703,0.931864,-0.0515532,0.0540633,-0.650925,-0.645236
2.21437,0.754721,3.21057,0.935557,-0.0517044,0.0542508,-0.652833,-0.647096
2.21537,0.757789,3.19842,0.939241,-0.0518642,0.0544357,-0.65485,-0.649076
2.21638,0.760857,3.18947,0.942915,-0.0520303,0.0546176,-0.656949,-0.651147
2.21738,0.763925,3.18287,0.94658,-0.0522012,0.0547967,-0.659106,-0.653284
2.21838,0.766993,3.1512,0.950237,-0.0523219,0.0549732,-0.660631,-0.662003
2.21938,0.77006,3.12784,0.953883,-0.0524593,0.0551467,-0.662365,-0.663879
2.22038,0.773128,3.11062,0.95752,-0.052609,0.0553174,-0.664254,-0.665728
2.22138,0.776196,3.09792,0.961148,-0.0527676,0.0554854,-0.666258,-0.667692
2.22238,0.779264,3.08856,0.964765,-0.052933,0.0556503,-0.668346,-0.669749
2.22339,0.782332,3.08166,0.968374,-0.0531033,0.0558124,-0.670496,-0.671875
2.22439,0.7854,3.10337,0.971973,-0.0533308,0.0559718,-0.673368,-0.667513
2.22539,0.788468,3.11938,0.975562,-0.0535469,0.0561281,-0.676097,-0.670077
2.22639,0.791536,3.13119,0.979141,-0.0537546,0.0562816,-0.678719,-0.672717
2.22739,0.794604,3.1399,0.982712,-0.053956,0.0564323,-0.681263,-0.675282
2.22839,0.797672,3.14632,0.986272,-0.054153,0.0565799,-0.683749,-0.677782
2.22939,0.80074,3.15105,0.989822,-0.0543465,0.0567246,-0.686193,-0.680235
2.23039,0.803808,3.15454,0.993363,-0.0545376,0.0568665,-0.688606,-0.682652
2.2314,0.806876,3.18084,0.996894,-0.0547742,0.0570053,-0.691594,-0.684104
2.2324,0.809944,3.20024,1.00041,-0.0549971,0.0571411,-0.694408,-0.686906
2.2334,0.811478,2.76111,1.00393,-0.0542109,0.0577344,-0.684481,-0.689669
2.2344,0.814546,2.79266,1.00743,-0.0544581,0.0578642,-0.687602,-0.692473
2.2354,0.817614,2.81593,1.01092,-0.0546887,0.0579913,-0.690514,-0.695424
2.2364,0.820682,2.83308,1.0144,-0.0549071,0.0581152,-0.693271,-0.698223
2.2374,0.82375,2.87095,1.01787,-0.0551669,0.0582361,-0.696552,-0.698246
2.23841,0.826818,2.89888,1.02133,-0.0554068,0.0583541,-0.699581,-0.701234
2.23941,0.829886,2.91947,1.02478,-0.0556321,0.0584689,-0.702425,-0.704122
2.24041,0.832954,2.95697,1.02822,-0.0558912,0.0585807,-0.705697,-0.706704
2.24141,0.836022,3.01144,1.03165,-0.0561842,0.0586896,-0.709396,-0.70322
2.24241,0.83909,3.05159,1.03507,-0.0564486,0.0587953,-0.712734,-0.706457
2.24341,0.842158,3.10493,1.03848,-0.0567393,0.0588979,-0.716406,-0.708655
2.24441,0.843692,2.69084,1.04188,-0.0560032,0.0594577,-0.707111,-0.712063
2.24542,0.84676,2.74085,1.04527,-0.0562873,0.0595542,-0.710698,-0.71538
2.24642,0.849828,2.80294,1.04865,-0.0565955,0.0596475,-0.71459,-0.71606
2.24742,0.852896,2.84873,1.05202,-0.0568712,0.0597379,-0.718071,-0.719547
2.24842,0.855964,2.90482,1.05538,-0.0571674,0.0598249,-0.721811,-0.722643
2.24942,0.859032,2.97298,1.05873,-0.0574878,0.0599089,-0.725857,-0.719541
2.25042,0.8621,3.02324,1.06207,-0.0577724,0.0599899,-0.72945,-0.72306
2.25142,0.865168,3.08403,1.06539,-0.0580781,0.0600675,-0.733309,-0.725465
2.25242,0.866702,2.67542,1.06871,-0.0573529,0.0606022,-0.724153,-0.729027
2.25343,0.86977,2.7547,1.07202,-0.0576956,0.0606737,-0.728479,-0.729802
2.25443,0.872837,2.81316,1.07531,-0.0579966,0.0607418,-0.73228,-0.733624
2.25543,0.875905,2.90539,1.07859,-0.0583651,0.0608068,-0.736933,-0.730435
2.25643,0.878973,2.9734,1.08187,-0.0586852,0.0608686,-0.740975,-0.734418
2.25743,0.880507,2.59385,1.08513,-0.0580182,0.0613874,-0.732552,-0.737241
2.25843,0.883575,2.69456,1.08838,-0.0584036,0.0614427,-0.73742,-0.738558
2.25943,0.886643,2.76881,1.09163,-0.0587362,0.0614949,-0.741619,-0.742819
2.26044,0.889711,2.87269,1.09486,-0.0591281,0.0615438,-0.746566,-0.739956
2.26144,0.892779,2.97302,1.09808,-0.0595128,0.0615894,-0.751424,-0.743241
2.26244,0.894313,2.59357,1.10129,-0.0588459,0.062092,-0.743004,-0.747609
2.26344,0.897381,2.69435,1.10448,-0.0592316,0.0621311,-0.747873,-0.748987
2.26444,0.900449,2.81779,1.10767,-0.0596625,0.062167,-0.753315,-0.746544
2.26544,0.903517,2.90881,1.11085,-0.0600286,0.0621995,-0.757937,-0.751166
2.26644,0.905051,2.54622,1.11401,-0.0593955,0.0626889,-0.749943,-0.754465
2.26745,0.908119,2.65944,1.11717,-0.059806,0.0627149,-0.755126,-0.756131
2.26845,0.911187,2.79204,1.12031,-0.0602553,0.0627375,-0.760799,-0.753941
2.26945,0.914255,2.88982,1.12344,-0.060635,0.0627567,-0.765593,-0.758752
2.27045,0.915789,2.53223,1.12657,-0.0600118,0.063233,-0.757725,-0.762191
2.27145,0.918857,2.64912,1.12968,-0.0604297,0.0632455,-0.763001,-0.763958
2.27245,0.921925,2.78444,1.13277,-0.0608844,0.0632547,-0.768742,-0.761843
2.27345,0.923459,2.45452,1.13586,-0.0603166,0.0637209,-0.761573,-0.765826
2.27445,0.926527,2.59182,1.13894,-0.0607753,0.0637234,-0.767364,-0.768153
2.27546,0.929595,2.69305,1.142,-0.0611618,0.0637225,-0.772245,-0.773168
2.27646,0.932663,2.81683,1.14506,-0.0615934,0.0637184,-0.777695,-0.770858
2.27746,0.934197,2.47841,1.1481,-0.0610086,0.0641708,-0.770311,-0.774608
2.27846,0.937265,2.60943,1.15113,-0.0614548,0.0641598,-0.775944,-0.776756
2.27946,0.940333,2.75517,1.15415,-0.0619303,0.0641454,-0.781948,-0.77493
2.28046,0.941867,2.43294,1.15716,-0.0613779,0.0645876,-0.774973,-0.779128
2.28146,0.944935,2.57591,1.16016,-0.0618479,0.0645662,-0.780908,-0.781612
2.28247,0.948003,2.73045,1.16314,-0.0623411,0.0645415,-0.787135,-0.780032
2.28347,0.949537,2.41471,1.16611,-0.0618016,0.0649734,-0.780324,-0.784413
2.28447,0.952605,2.58927,1.16908,-0.0623348,0.0649417,-0.787056,-0.78047
2.28547,0.954139,2.31061,1.17203,-0.0618695,0.0653668,-0.781181,-0.785022
2.28647,0.957207,2.48571,1.17497,-0.0624038,0.0653281,-0.787927,-0.788366
2.28747,0.960275,2.66394,1.17789,-0.0629444,0.0652859,-0.794752,-0.78745
2.28847,0.961809,2.36567,1.18081,-0.0624399,0.0657006,-0.788382,-0.792323
2.28947,0.964877,2.52631,1.18371,-0.0629452,0.0656514,-0.794763,-0.795302
2.29048,0.967945,2.69388,1.18661,-0.0634644,0.0655987,-0.801319,-0.794086
2.29148,0.969479,2.38775,1.18949,-0.0629442,0.0660028,-0.79475,-0.798736
2.29248,0.972547,2.56939,1.19236,-0.0634916,0.0659431,-0.801661,-0.794987
2.29348,0.974081,2.29595,1.19521,-0.0630367,0.0663401,-0.795918,-0.799685
2.29448,0.977148,2.4749,1.19806,-0.0635787,0.0662733,-0.802761,-0.803133
2.29548,0.980216,2.65597,1.20089,-0.0641249,0.0662029,-0.809658,-0.802292
2.29648,0.98175,2.3598,1.20371,-0.0636246,0.0665892,-0.803341,-0.807222
2.29749,0.984818,2.5711,1.20652,-0.0642313,0.0665117,-0.811001,-0.803525
2.29849,0.986352,2.29722,1.20932,-0.0637756,0.0668908,-0.805247,-0.808953
2.29949,0.98942,2.50263,1.21211,-0.0643705,0.0668062,-0.812759,-0.805862
2.30049,0.990954,2.24673,1.21488,-0.0639507,0.0671781,-0.807458,-0.811052
2.30149,0.994022,2.4386,1.21764,-0.0645185,0.0670861,-0.814628,-0.814862
2.30249,0.995556,2.17579,1.22039,-0.0640849,0.0674509,-0.809153,-0.814349
2.30349,0.998624,2.38629,1.22313,-0.06469,0.0673518,-0.816793,-0.816948
2.3045,1.00016,2.13722,1.22586,-0.0642839,0.0677092,-0.811666,-0.816748
2.3055,1.00323,2.35785,1.22857,-0.0649093,0.0676029,-0.819562,-0.819627
2.3065,1.00476,2.11624,1.23127,-0.0645181,0.067953,-0.814622,-0.819637
2.3075,1.00783,2.34239,1.23396,-0.0651545,0.0678393,-0.822657,-0.822671
2.3085,1.00936,2.10484,1.23664,-0.0647714,0.0681822,-0.817821,-0.822794
2.3095,1.01243,2.33398,1.2393,-0.0654138,0.0680612,-0.825931,-0.825912
2.3105,1.01396,2.09864,1.24195,-0.0650351,0.0683966,-0.821151,-0.826097
2.3115,1.01703,2.32941,1.24459,-0.0656807,0.0682683,-0.829302,-0.829259
2.31251,1.01857,2.119,1.24722,-0.065352,0.0685964,-0.825151,-0.828548
2.31351,1.02163,2.34442,1.24984,-0.0659869,0.0684606,-0.833168,-0.833092
2.31451,1.02317,2.13007,1.25244,-0.0656502,0.0687814,-0.828917,-0.832329
2.31551,1.02624,2.37939,1.25503,-0.0663329,0.0686381,-0.837537,-0.83023
2.31651,1.02777,2.15586,1.25761,-0.0659779,0.0689513,-0.833054,-0.836315
2.31751,1.03084,2.42073,1.26017,-0.0666917,0.0688007,-0.842067,-0.834072
2.31851,1.03237,2.21156,1.26273,-0.0663654,0.0691065,-0.837947,-0.83795
2.31952,1.03391,2.00837,1.26527,-0.0660511,0.0694085,-0.833978,-0.838651
2.32052,1.03697,2.28965,1.2678,-0.0667977,0.0692466,-0.843406,-0.835887
2.32152,1.03851,2.08969,1.27031,-0.0664899,0.0695411,-0.839518,-0.842577
2.32252,1.04158,2.37194,1.27281,-0.0672384,0.0693717,-0.84897,-0.840818
2.32352,1.04311,2.17558,1.27531,-0.0669378,0.0696587,-0.845174,-0.845056
2.32452,1.04464,1.98185,1.27778,-0.0666423,0.0699418,-0.841443,-0.846021
2.32552,1.04771,2.27009,1.28025,-0.0674029,0.069761,-0.851047,-0.843451
2.32653,1.04925,2.07527,1.2827,-0.0671053,0.0700366,-0.847289,-0.850284
2.32753,1.05078,1.90788,1.28514,-0.0668626,0.0703084,-0.844224,-0.848699
2.32853,1.05385,2.18875,1.28757,-0.0676084,0.0701162,-0.853641,-0.853133
2.32953,1.05538,2.01529,1.28998,-0.0673535,0.0703803,-0.850423,-0.853448
2.33053,1.05845,2.31708,1.29238,-0.0681411,0.0701804,-0.860368,-0.852033
2.33153,1.05998,2.13513,1.29477,-0.0678693,0.0704369,-0.856935,-0.856664
2.33253,1.06152,1.97575,1.29715,-0.0676426,0.0706895,-0.854073,-0.856994
2.33353,1.06459,2.28792,1.29951,-0.068451,0.070478,-0.86428,-0.855849
2.33454,1.06612,2.11363,1.30186,-0.0681944,0.070723,-0.861041,-0.860693
2.33554,1.06765,1.9599,1.3042,-0.067979,0.070964,-0.858321,-0.861181
2.33654,1.07072,2.27624,1.30652,-0.0687958,0.070741,-0.868633,-0.860152
2.33754,1.07226,2.10502,1.30884,-0.0685454,0.0709743,-0.865472,-0.865081
2.33854,1.07379,1.95355,1.31114,-0.0683345,0.0712037,-0.862809,-0.865632
2.33954,1.07532,1.81813,1.31342,-0.0681557,0.0714292,-0.860551,-0.864723
2.34054,1.07839,2.14937,1.31569,-0.0690022,0.0711907,-0.87124,-0.86323
